"site","rcp","fit.1mo","month","year","dat","ns","fit.12mo","season","fit.12mo.ssnavg","spcat12mo","spcat12mossn"
"IL-n_1","rcp60",0.169618720206715,"Jul",2025,"Jul 2025","North",0.612760169545729,"Summer",0.527605679552612,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",0.633444262933956,"Aug",2025,"Aug 2025","North",0.743748549975651,"Summer",0.527605679552612,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",1.57093969046121,"Sep",2025,"Sep 2025","North",1.08987765039939,"Fall",0.967668146965372,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.507158682999313,"Oct",2025,"Oct 2025","North",0.880009890907641,"Fall",0.967668146965372,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",0.553943875633039,"Nov",2025,"Nov 2025","North",0.933116899589085,"Fall",0.967668146965372,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.0377407210515526,"Dec",2025,"Dec 2025","North",1.03271071265795,"Winter",0.082632316815014,"Moderately Wet","Normal"
"IL-n_1","rcp60",-1.14020941077634,"Jan",2026,"Jan 2026","North",0.997220283724526,"Winter",0.921519085210458,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-1.63962729583808,"Feb",2026,"Feb 2026","North",0.648516145058679,"Winter",0.921519085210458,"Abnormally Wet","Moderately Wet"
"IL-n_1","rcp60",1.63267239679263,"Mar",2026,"Mar 2026","North",0.891688513166744,"Spring",0.904961813684413,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",0.00453500068819796,"Apr",2026,"Apr 2026","North",0.803060416996224,"Spring",0.904961813684413,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",1.08156444448228,"May",2026,"May 2026","North",1.02013651089027,"Spring",0.904961813684413,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.980772498703809,"Jun",2026,"Jun 2026","North",0.472919460633694,"Summer",0.784763495178177,"Normal","Abnormally Wet"
"IL-n_1","rcp60",1.023143745537,"Jul",2026,"Jul 2026","North",0.754995096549896,"Summer",0.784763495178177,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",1.89702369379009,"Aug",2026,"Aug 2026","North",1.12637592835094,"Summer",0.784763495178177,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",2.02220297434317,"Sep",2026,"Sep 2026","North",1.14984564398167,"Fall",1.13660446392405,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.105580481284706,"Oct",2026,"Oct 2026","North",1.18740229651029,"Fall",1.13660446392405,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.77038712724104,"Nov",2026,"Nov 2026","North",1.0725654512802,"Fall",1.13660446392405,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",0.144664915458259,"Dec",2026,"Dec 2026","North",1.11882082684817,"Winter",0.921519085210458,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-1.33489739627481,"Jan",2027,"Jan 2027","North",1.14346217772022,"Winter",0.574042487389031,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",-2.15429029643815,"Feb",2027,"Feb 2027","North",1.14773907632791,"Winter",0.574042487389031,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",-1.11726285552608,"Mar",2027,"Mar 2027","North",0.685354717699255,"Spring",0.703679165536437,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",0.900391192574643,"Apr",2027,"Apr 2027","North",0.94629046766133,"Spring",0.703679165536437,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.724299187175621,"May",2027,"May 2027","North",0.479392311248726,"Spring",0.703679165536437,"Normal","Abnormally Wet"
"IL-n_1","rcp60",-0.714007075511798,"Jun",2027,"Jun 2027","North",0.560376967218942,"Summer",-0.0967307364098773,"Abnormally Wet","Normal"
"IL-n_1","rcp60",-1.0704694434873,"Jul",2027,"Jul 2027","North",-0.121271905840037,"Summer",-0.0967307364098773,"Normal","Normal"
"IL-n_1","rcp60",0.359939045155289,"Aug",2027,"Aug 2027","North",-0.729297270608537,"Summer",-0.0967307364098773,"Abnormally Dry","Normal"
"IL-n_1","rcp60",0.969118536829411,"Sep",2027,"Sep 2027","North",-0.93152427979674,"Fall",-0.681854956600148,"Moderate Drought","Abnormally Dry"
"IL-n_1","rcp60",1.25537200258434,"Oct",2027,"Oct 2027","North",-0.6703161266226,"Fall",-0.681854956600148,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",0.954442560616054,"Nov",2027,"Nov 2027","North",-0.443724463381104,"Fall",-0.681854956600148,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-0.897688324279323,"Dec",2027,"Dec 2027","North",-0.569073791881037,"Winter",0.574042487389031,"Abnormally Dry","Abnormally Wet"
"IL-n_1","rcp60",0.450795774813016,"Jan",2028,"Jan 2028","North",-0.395758645592464,"Winter",0.0197623966844516,"Normal","Normal"
"IL-n_1","rcp60",1.19279927432094,"Feb",2028,"Feb 2028","North",0.0604635616508058,"Winter",0.0197623966844516,"Normal","Normal"
"IL-n_1","rcp60",-0.106511556389127,"Mar",2028,"Mar 2028","North",0.196238058774197,"Spring",-0.0690668347886253,"Normal","Normal"
"IL-n_1","rcp60",-0.447348676031188,"Apr",2028,"Apr 2028","North",-0.190847861351251,"Spring",-0.0690668347886253,"Normal","Normal"
"IL-n_1","rcp60",-0.816797750174062,"May",2028,"May 2028","North",-0.212590701788822,"Spring",-0.0690668347886253,"Normal","Normal"
"IL-n_1","rcp60",0.30270318636844,"Jun",2028,"Jun 2028","North",0.0848355283172652,"Summer",0.808858954926615,"Normal","Moderately Wet"
"IL-n_1","rcp60",2.17794726974512,"Jul",2028,"Jul 2028","North",1.24516792921048,"Summer",0.808858954926615,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",0.0864005590714501,"Aug",2028,"Aug 2028","North",1.0965734072521,"Summer",0.808858954926615,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.979903667313246,"Sep",2028,"Sep 2028","North",0.672977030600883,"Fall",0.500809324632771,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.0321721488068521,"Oct",2028,"Oct 2028","North",0.452372777551386,"Fall",0.500809324632771,"Normal","Abnormally Wet"
"IL-n_1","rcp60",0.53784612558341,"Nov",2028,"Nov 2028","North",0.377078165746044,"Fall",0.500809324632771,"Normal","Abnormally Wet"
"IL-n_1","rcp60",-0.888528136884753,"Dec",2028,"Dec 2028","North",0.394582273995013,"Winter",0.0197623966844516,"Normal","Normal"
"IL-n_1","rcp60",-0.445704965927891,"Jan",2029,"Jan 2029","North",0.337023052859474,"Winter",-0.569854812986842,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-1.10482873181151,"Feb",2029,"Feb 2029","North",0.0599604303571693,"Winter",-0.569854812986842,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-1.240353152756,"Mar",2029,"Mar 2029","North",-0.19331573555588,"Spring",-0.333544036230212,"Normal","Normal"
"IL-n_1","rcp60",-0.676682894738454,"Apr",2029,"Apr 2029","North",-0.302582981468979,"Spring",-0.333544036230212,"Normal","Normal"
"IL-n_1","rcp60",-1.56841034172646,"May",2029,"May 2029","North",-0.504733391665777,"Spring",-0.333544036230212,"Abnormally Dry","Normal"
"IL-n_1","rcp60",-2.07971147065533,"Jun",2029,"Jun 2029","North",-1.07297688174432,"Summer",-1.93588177098191,"Moderate Drought","Extreme Drought"
"IL-n_1","rcp60",-1.89119106879961,"Jul",2029,"Jul 2029","North",-2.3701302931236,"Summer",-1.93588177098191,"Exceptional Drought","Extreme Drought"
"IL-n_1","rcp60",-2.02304068813396,"Aug",2029,"Aug 2029","North",-2.3645381380778,"Summer",-1.93588177098191,"Exceptional Drought","Extreme Drought"
"IL-n_1","rcp60",-0.65903598064624,"Sep",2029,"Sep 2029","North",-2.25544751423074,"Fall",-2.07085284885321,"Exceptional Drought","Exceptional Drought"
"IL-n_1","rcp60",1.44442288539539,"Oct",2029,"Oct 2029","North",-2.00623870979021,"Fall",-2.07085284885321,"Exceptional Drought","Exceptional Drought"
"IL-n_1","rcp60",0.604415120284243,"Nov",2029,"Nov 2029","North",-1.95087232253868,"Fall",-2.07085284885321,"Extreme Drought","Exceptional Drought"
"IL-n_1","rcp60",-1.67766420847762,"Dec",2029,"Dec 2029","North",-2.10654792217717,"Winter",-0.569854812986842,"Exceptional Drought","Abnormally Dry"
"IL-n_1","rcp60",-0.600839392971056,"Jan",2030,"Jan 2030","North",-2.18679404373573,"Winter",-1.4381504904634,"Exceptional Drought","Severe Drought"
"IL-n_1","rcp60",1.4005046410247,"Feb",2030,"Feb 2030","North",-2.06351398800537,"Winter",-1.4381504904634,"Exceptional Drought","Severe Drought"
"IL-n_1","rcp60",-0.1278582429234,"Mar",2030,"Mar 2030","North",-1.87246343267496,"Spring",-1.92728122386837,"Extreme Drought","Extreme Drought"
"IL-n_1","rcp60",-1.35083803044417,"Apr",2030,"Apr 2030","North",-2.00224191761128,"Spring",-1.92728122386837,"Exceptional Drought","Extreme Drought"
"IL-n_1","rcp60",-1.27309351137429,"May",2030,"May 2030","North",-1.90713832131887,"Spring",-1.92728122386837,"Extreme Drought","Extreme Drought"
"IL-n_1","rcp60",1.33243753033067,"Jun",2030,"Jun 2030","North",-1.15068600508844,"Summer",-0.631024618344068,"Moderate Drought","Abnormally Dry"
"IL-n_1","rcp60",-0.225868130794784,"Jul",2030,"Jul 2030","North",-0.547599370238762,"Summer",-0.631024618344068,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",-0.0488713622631421,"Aug",2030,"Aug 2030","North",-0.194788479705003,"Summer",-0.631024618344068,"Normal","Abnormally Dry"
"IL-n_1","rcp60",0.308910652876734,"Sep",2030,"Sep 2030","North",0.0587786281156367,"Fall",-0.183864579503103,"Normal","Normal"
"IL-n_1","rcp60",-0.299862070321647,"Oct",2030,"Oct 2030","North",-0.264181324338706,"Fall",-0.183864579503103,"Normal","Normal"
"IL-n_1","rcp60",0.0387275096665315,"Nov",2030,"Nov 2030","North",-0.346191042286239,"Fall",-0.183864579503103,"Normal","Normal"
"IL-n_1","rcp60",0.936818456471598,"Dec",2030,"Dec 2030","North",-0.0641434396491005,"Winter",-1.4381504904634,"Normal","Severe Drought"
"IL-n_1","rcp60",1.11150390537312,"Jan",2031,"Jan 2031","North",0.142709031745787,"Winter",0.669415981380989,"Normal","Abnormally Wet"
"IL-n_1","rcp60",-0.733401460284182,"Feb",2031,"Feb 2031","North",-0.146703353416251,"Winter",0.669415981380989,"Normal","Abnormally Wet"
"IL-n_1","rcp60",0.185045780073508,"Mar",2031,"Mar 2031","North",-0.141180897469004,"Spring",0.557623375240728,"Normal","Abnormally Wet"
"IL-n_1","rcp60",1.59880402099414,"Apr",2031,"Apr 2031","North",0.634268277589658,"Spring",0.557623375240728,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",1.0057192236797,"May",2031,"May 2031","North",1.17978274560153,"Spring",0.557623375240728,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",0.506365388660117,"Jun",2031,"Jun 2031","North",0.863420668931014,"Summer",1.46479291213435,"Moderately Wet","Severely Wet"
"IL-n_1","rcp60",2.0617582306058,"Jul",2031,"Jul 2031","North",1.53571222122387,"Summer",1.46479291213435,"Severely Wet","Severely Wet"
"IL-n_1","rcp60",2.14111347495699,"Aug",2031,"Aug 2031","North",1.99524584624816,"Summer",1.46479291213435,"Extremely Wet","Severely Wet"
"IL-n_1","rcp60",1.70237757051461,"Sep",2031,"Sep 2031","North",2.00064468386749,"Fall",2.01942153709369,"Exceptionally Wet","Exceptionally Wet"
"IL-n_1","rcp60",0.230828714922453,"Oct",2031,"Oct 2031","North",2.02498207158672,"Fall",2.01942153709369,"Exceptionally Wet","Exceptionally Wet"
"IL-n_1","rcp60",-0.258816029668894,"Nov",2031,"Nov 2031","North",2.03263785582685,"Fall",2.01942153709369,"Exceptionally Wet","Exceptionally Wet"
"IL-n_1","rcp60",0.187662367680204,"Dec",2031,"Dec 2031","North",2.01224226581343,"Winter",0.669415981380989,"Exceptionally Wet","Abnormally Wet"
"IL-n_1","rcp60",-1.2371095704681,"Jan",2032,"Jan 2032","North",1.91826174369679,"Winter",1.21185071699427,"Extremely Wet","Moderately Wet"
"IL-n_1","rcp60",-0.483767423247745,"Feb",2032,"Feb 2032","North",1.99335156266683,"Winter",1.21185071699427,"Extremely Wet","Moderately Wet"
"IL-n_1","rcp60",-0.743976000632175,"Mar",2032,"Mar 2032","North",2.05897232817965,"Spring",1.86827929547619,"Exceptionally Wet","Extremely Wet"
"IL-n_1","rcp60",-0.884779080031858,"Apr",2032,"Apr 2032","North",1.80178930438491,"Spring",1.86827929547619,"Extremely Wet","Extremely Wet"
"IL-n_1","rcp60",0.791818752467233,"May",2032,"May 2032","North",1.744076253864,"Spring",1.86827929547619,"Extremely Wet","Extremely Wet"
"IL-n_1","rcp60",0.619981510207902,"Jun",2032,"Jun 2032","North",1.79227703025242,"Summer",1.00524697347708,"Extremely Wet","Moderately Wet"
"IL-n_1","rcp60",0.181263396560534,"Jul",2032,"Jul 2032","North",1.05549632649226,"Summer",1.00524697347708,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.0268478401430283,"Aug",2032,"Aug 2032","North",0.167967563686573,"Summer",1.00524697347708,"Normal","Moderately Wet"
"IL-n_1","rcp60",-0.0811831945099086,"Sep",2032,"Sep 2032","North",-0.224048956807637,"Fall",-0.175368923932155,"Normal","Normal"
"IL-n_1","rcp60",0.840566311165152,"Oct",2032,"Oct 2032","North",-0.109348189773317,"Fall",-0.175368923932155,"Normal","Normal"
"IL-n_1","rcp60",-1.09624580560469,"Nov",2032,"Nov 2032","North",-0.192709625215511,"Fall",-0.175368923932155,"Normal","Normal"
"IL-n_1","rcp60",-0.543950077399984,"Dec",2032,"Dec 2032","North",-0.276061155380818,"Winter",1.21185071699427,"Normal","Moderately Wet"
"IL-n_1","rcp60",-1.40840203222191,"Jan",2033,"Jan 2033","North",-0.283028060728784,"Winter",-0.5564518020042,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-0.361047053758684,"Feb",2033,"Feb 2033","North",-0.278088782357497,"Winter",-0.5564518020042,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-1.5221091882204,"Mar",2033,"Mar 2033","North",-0.478823886380029,"Spring",-0.603020440362735,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-0.121599010985926,"Apr",2033,"Apr 2033","North",-0.394849329961841,"Spring",-0.603020440362735,"Normal","Abnormally Dry"
"IL-n_1","rcp60",-1.42353726588239,"May",2033,"May 2033","North",-0.935388104746336,"Spring",-0.603020440362735,"Moderate Drought","Abnormally Dry"
"IL-n_1","rcp60",-1.09565385117833,"Jun",2033,"Jun 2033","North",-1.37261947439687,"Summer",-1.29314098141191,"Severe Drought","Moderate Drought"
"IL-n_1","rcp60",0.697500739921366,"Jul",2033,"Jul 2033","North",-1.18451128443752,"Summer",-1.29314098141191,"Moderate Drought","Moderate Drought"
"IL-n_1","rcp60",-1.62123364527408,"Aug",2033,"Aug 2033","North",-1.32229218540135,"Summer",-1.29314098141191,"Severe Drought","Moderate Drought"
"IL-n_1","rcp60",-0.177748104788106,"Sep",2033,"Sep 2033","North",-1.24922765430783,"Fall",-1.33418038514488,"Moderate Drought","Severe Drought"
"IL-n_1","rcp60",-0.648556815011163,"Oct",2033,"Oct 2033","North",-1.47427094484206,"Fall",-1.33418038514488,"Severe Drought","Severe Drought"
"IL-n_1","rcp60",0.60701773921081,"Nov",2033,"Nov 2033","North",-1.27904255628474,"Fall",-1.33418038514488,"Moderate Drought","Severe Drought"
"IL-n_1","rcp60",1.32608956830869,"Dec",2033,"Dec 2033","North",-1.10823856292632,"Winter",-0.5564518020042,"Moderate Drought","Abnormally Dry"
"IL-n_1","rcp60",0.935231461582976,"Jan",2034,"Jan 2034","North",-0.897065504181116,"Winter",-0.408105894722417,"Moderate Drought","Normal"
"IL-n_1","rcp60",0.27684662833704,"Feb",2034,"Feb 2034","North",-0.875391609467729,"Winter",-0.408105894722417,"Moderate Drought","Normal"
"IL-n_1","rcp60",-0.719265791608239,"Mar",2034,"Mar 2034","North",-0.787578502854178,"Spring",-0.645398788452539,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",1.04882946551742,"Apr",2034,"Apr 2034","North",-0.554892279387871,"Spring",-0.645398788452539,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",-1.59064706941255,"May",2034,"May 2034","North",-0.593725583115568,"Spring",-0.645398788452539,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",0.0882879735563157,"Jun",2034,"Jun 2034","North",-0.288241714303658,"Summer",-0.0966259795621593,"Normal","Normal"
"IL-n_1","rcp60",1.02106465592677,"Jul",2034,"Jul 2034","North",-0.106281892464554,"Summer",-0.0966259795621593,"Normal","Normal"
"IL-n_1","rcp60",-0.245911698725297,"Aug",2034,"Aug 2034","North",0.104645668081734,"Summer",-0.0966259795621593,"Normal","Normal"
"IL-n_1","rcp60",-1.39845071817884,"Sep",2034,"Sep 2034","North",-0.146280080870461,"Fall",0.0987399809964834,"Normal","Normal"
"IL-n_1","rcp60",0.248720655669864,"Oct",2034,"Oct 2034","North",0.0124573659052442,"Fall",0.0987399809964834,"Normal","Normal"
"IL-n_1","rcp60",2.08000303629928,"Nov",2034,"Nov 2034","North",0.430042657954667,"Fall",0.0987399809964834,"Normal","Normal"
"IL-n_1","rcp60",1.83280202262794,"Dec",2034,"Dec 2034","North",0.548139429481593,"Winter",-0.408105894722417,"Abnormally Wet","Normal"
"IL-n_1","rcp60",0.534949452985081,"Jan",2035,"Jan 2035","North",0.533081291836501,"Winter",0.541260746010358,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",1.06125337500357,"Feb",2035,"Feb 2035","North",0.676532212480791,"Winter",0.541260746010358,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.350867074994473,"Mar",2035,"Mar 2035","North",0.734203963444527,"Spring",0.703338084555823,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",0.498380537232036,"Apr",2035,"Apr 2035","North",0.596040070471657,"Spring",0.703338084555823,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.88185873484295,"May",2035,"May 2035","North",0.779770219751286,"Spring",0.703338084555823,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.211459278912612,"Jun",2035,"Jun 2035","North",0.715259400913776,"Summer",0.645493733909095,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",0.141045744754356,"Jul",2035,"Jul 2035","North",0.413480432083678,"Summer",0.645493733909095,"Normal","Abnormally Wet"
"IL-n_1","rcp60",1.47092168488468,"Aug",2035,"Aug 2035","North",0.807741368729831,"Summer",0.645493733909095,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",0.775871839646859,"Sep",2035,"Sep 2035","North",1.14825789942457,"Fall",0.873742116181223,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.739937796817558,"Oct",2035,"Oct 2035","North",1.00280766900565,"Fall",0.873742116181223,"Moderately Wet","Moderately Wet"
"IL-n_1","rcp60",-0.931932287902472,"Nov",2035,"Nov 2035","North",0.470160780113448,"Fall",0.873742116181223,"Normal","Moderately Wet"
"IL-n_1","rcp60",1.46976539726809,"Dec",2035,"Dec 2035","North",0.414168733713782,"Winter",0.541260746010358,"Normal","Abnormally Wet"
"IL-n_1","rcp60",-0.452334203907523,"Jan",2036,"Jan 2036","North",0.347568682749801,"Winter",0.136734147964122,"Normal","Normal"
"IL-n_1","rcp60",-0.810293036880159,"Feb",2036,"Feb 2036","North",0.132127984414905,"Winter",0.136734147964122,"Normal","Normal"
"IL-n_1","rcp60",1.18787301428194,"Mar",2036,"Mar 2036","North",0.4118972811736,"Spring",0.465233703303703,"Normal","Normal"
"IL-n_1","rcp60",0.645262858872058,"Apr",2036,"Apr 2036","North",0.447250172540917,"Spring",0.465233703303703,"Normal","Normal"
"IL-n_1","rcp60",-0.502362583744314,"May",2036,"May 2036","North",0.536553656196593,"Spring",0.465233703303703,"Abnormally Wet","Normal"
"IL-n_1","rcp60",0.475894728398389,"Jun",2036,"Jun 2036","North",0.760852467066546,"Summer",0.644607993801988,"Abnormally Wet","Abnormally Wet"
"IL-n_1","rcp60",0.550894612684561,"Jul",2036,"Jul 2036","North",0.857161403663271,"Summer",0.644607993801988,"Moderately Wet","Abnormally Wet"
"IL-n_1","rcp60",-0.220081946872755,"Aug",2036,"Aug 2036","North",0.315810110676148,"Summer",0.644607993801988,"Normal","Abnormally Wet"
"IL-n_1","rcp60",0.62660176685923,"Sep",2036,"Sep 2036","North",0.291069180010036,"Fall",0.246205764551655,"Normal","Normal"
"IL-n_1","rcp60",-0.948961148865185,"Oct",2036,"Oct 2036","North",0.251343340611831,"Fall",0.246205764551655,"Normal","Normal"
"IL-n_1","rcp60",-1.55692324941411,"Nov",2036,"Nov 2036","North",0.196204773033097,"Fall",0.246205764551655,"Normal","Normal"
"IL-n_1","rcp60",-0.649923018680635,"Dec",2036,"Dec 2036","North",-0.0694942232723409,"Winter",0.136734147964122,"Normal","Normal"
"IL-n_1","rcp60",-0.927019743294513,"Jan",2037,"Jan 2037","North",-0.0975532838366249,"Winter",-0.0296281284340475,"Normal","Normal"
"IL-n_1","rcp60",-0.20462629804154,"Feb",2037,"Feb 2037","North",-0.0171786423532478,"Winter",-0.0296281284340475,"Normal","Normal"
"IL-n_1","rcp60",-1.07994781159429,"Mar",2037,"Mar 2037","North",-0.53044811013962,"Spring",-0.650992978879805,"Abnormally Dry","Abnormally Dry"
"IL-n_1","rcp60",-0.0842045108740883,"Apr",2037,"Apr 2037","North",-0.78726828749713,"Spring",-0.650992978879805,"Abnormally Dry","Abnormally Dry"
