DATE,AirTC_Avg,TMAX_C,TMIN_C,GDD_4_neg,GDD_4,cum_GDD_4_1001,FDD_4,cum_FDD_4_1001,FDD_Y_N,cum_days_below_0C,PRCP,cum_Precip_mm_1001
12/1/2015,558.79516,8.24,-1.65,-0.705,0,257.59018,0.705,36.684941,0,3,1.0458,138.0107
12/2/2015,558.79516,8.67,3.1,1.885,1.885,259.47518,0,36.684941,0,3,7.7186,145.7293
12/3/2015,558.79516,2.75,1.33,-1.96,0,259.47518,1.96,38.644941,0,3,1.5348,147.2641
12/4/2015,558.79516,5.5,-0.13,-1.315,0,259.47518,1.315,39.959941,0,3,0,147.2641
12/5/2015,558.79516,6.82,-0.95,-1.065,0,259.47518,1.065,41.024941,0,3,0,147.2641
12/6/2015,558.79516,5.68,-1.93,-2.125,0,259.47518,2.125,43.149941,0,3,0,147.2641
12/7/2015,558.79516,5.06,-1.41,-2.175,0,259.47518,2.175,45.324941,0,3,0,147.2641
12/8/2015,558.79516,4.63,-2.53,-2.95,0,259.47518,2.95,48.274941,0,3,0,147.2641
12/9/2015,558.79516,8.4,-0.6,-0.1,0,259.47518,0.1,48.374941,0,3,0,147.2641
12/10/2015,558.79516,9.74,3.28,2.51,2.51,261.98518,0,48.374941,0,3,0,147.2641
12/11/2015,558.79516,11.29,4.21,3.75,3.75,265.73518,0,48.374941,0,3,0,147.2641
12/12/2015,558.79516,11.53,2.59,3.06,3.06,268.79518,0,48.374941,0,3,0,147.2641
12/13/2015,558.79516,15.3,6.79,7.045,7.045,275.84018,0,48.374941,0,3,0.2292,147.4933
12/14/2015,558.79516,17.97,10.36,10.165,10.165,286.00518,0,48.374941,0,3,4.8528,152.3461
12/15/2015,558.79516,9.98,2.76,2.37,2.37,288.37518,0,48.374941,0,3,0.7608,153.1069
12/16/2015,558.79516,6.15,-0.18,-1.015,0,288.37518,1.015,49.389941,0,3,0.0176,153.1245
12/17/2015,558.79516,9.5,1.26,1.38,1.38,289.75518,0,49.389941,0,3,4.6642,157.7887
12/18/2015,558.79516,0.97,-2.45,-4.74,0,289.75518,4.74,54.129941,1,4,0.4294,158.2181
12/19/2015,558.79516,-2.86,-4.62,-7.74,0,289.75518,7.74,61.869941,1,5,3.9308,162.1489
12/20/2015,558.79516,-0.34,-5.69,-7.015,0,289.75518,7.015,68.884941,1,6,0.0054,162.1543
12/21/2015,558.79516,5.05,-0.71,-1.83,0,289.75518,1.83,70.714941,0,6,2.275,164.4293
12/22/2015,558.79516,9.44,4.63,3.035,3.035,292.79018,0,70.714941,0,6,17.0964,181.5257
12/23/2015,558.79516,15.57,4.32,5.945,5.945,298.73518,0,70.714941,0,6,0.1852,181.7109
12/24/2015,558.79516,14.27,3.79,5.03,5.03,303.76518,0,70.714941,0,6,0,181.7109
12/25/2015,558.79516,9.24,1.96,1.6,1.6,305.36518,0,70.714941,0,6,0.1528,181.8637
12/26/2015,558.79516,5.56,0.05,-1.195,0,305.36518,1.195,71.909941,0,6,1.9176,183.7813
12/27/2015,558.79516,10.09,-2.13,-0.02,0,305.36518,0.02,71.929941,0,6,15.25,199.0313
12/28/2015,558.79516,-2.39,-4.64,-7.515,0,305.36518,7.515,79.444941,1,7,7.8656,206.8969
12/29/2015,558.79516,2.88,-3.07,-4.095,0,305.36518,4.095,83.539941,1,8,4.552,211.4489
12/30/2015,558.79516,4.06,0.2,-1.87,0,305.36518,1.87,85.409941,0,8,1.722,213.1709
12/31/2015,558.79516,1.94,-1.51,-3.785,0,305.36518,3.785,89.194941,0,8,1.4512,214.6221
1/1/2016,558.79516,-1.55,-4.47,-7.01,0,305.36518,7.01,96.204941,1,9,3.7222,218.3443
1/2/2016,558.79516,-0.63,-4.37,-6.5,0,305.36518,6.5,102.704941,1,10,0.0736,218.4179
1/3/2016,558.79516,-1.41,-6.17,-7.79,0,305.36518,7.79,110.494941,1,11,1.8391,220.257
1/4/2016,558.79516,-6.57,-14.28,-14.425,0,305.36518,14.425,124.919941,1,12,0.5,220.757
1/5/2016,558.79516,-6.51,-15.15,-14.83,0,305.36518,14.83,139.749941,1,13,0,220.757
1/6/2016,558.79516,-1.1,-9.76,-9.43,0,305.36518,9.43,149.179941,1,14,0,220.757
1/7/2016,558.79516,0.45,-6.56,-7.055,0,305.36518,7.055,156.234941,1,15,0,220.757
1/8/2016,558.79516,2.07,-4.38,-5.155,0,305.36518,5.155,161.389941,1,16,1.5992,222.3562
1/9/2016,558.79516,5.04,1.18,-0.89,0,305.36518,0.89,162.279941,0,16,0.578,222.9342
1/10/2016,558.79516,7.73,-4.67,-2.47,0,305.36518,2.47,164.749941,0,16,13.7904,236.7246
1/11/2016,558.79516,-5.41,-8.88,-11.145,0,305.36518,11.145,175.894941,1,17,4.7218,241.4464
1/12/2016,558.79516,-3.76,-9.36,-10.56,0,305.36518,10.56,186.454941,1,18,4.5421,245.9885
1/13/2016,558.79516,-7.99,-9.8,-12.895,0,305.36518,12.895,199.349941,1,19,3.0118,249.0003
1/14/2016,558.79516,-2.76,-9.72,-10.24,0,305.36518,10.24,209.589941,1,20,1.1792,250.1795
1/15/2016,558.79516,2.4,-4.59,-5.095,0,305.36518,5.095,214.684941,1,21,0.3308,250.5103
1/16/2016,558.79516,1.61,-3.86,-5.125,0,305.36518,5.125,219.809941,1,22,2.2909,252.8012
1/17/2016,558.79516,-1.5,-7.16,-8.33,0,305.36518,8.33,228.139941,1,23,1.3034,254.1046
1/18/2016,558.79516,-8.09,-10.46,-13.275,0,305.36518,13.275,241.414941,1,24,5.249,259.3536
1/19/2016,558.79516,-7.51,-10.71,-13.11,0,305.36518,13.11,254.524941,1,25,1.178,260.5316
1/20/2016,558.79516,-4.41,-7.9,-10.155,0,305.36518,10.155,264.679941,1,26,0.0062,260.5378
1/21/2016,558.79516,-4.84,-6.77,-9.805,0,305.36518,9.805,274.484941,1,27,0.3712,260.909
1/22/2016,558.79516,-6.89,-9.48,-12.185,0,305.36518,12.185,286.669941,1,28,0.0592,260.9682
1/23/2016,558.79516,-6.35,-11.33,-12.84,0,305.36518,12.84,299.509941,1,29,0,260.9682
1/24/2016,558.79516,-4.25996,-12.02,-12.13998,0,305.36518,12.13998,311.649921,1,30,0,260.9682
1/25/2016,558.79516,0.77,-9.1,-8.165,0,305.36518,8.165,319.814921,1,31,0.0528,261.021
1/26/2016,558.79516,2.77,-2.15,-3.69,0,305.36518,3.69,323.504921,0,31,1.265,262.286
1/27/2016,558.79516,-0.55,-3.34,-5.945,0,305.36518,5.945,329.449921,1,32,1.7628,264.0488
1/28/2016,558.79516,-0.21,-4.98,-6.595,0,305.36518,6.595,336.044921,1,33,0.2384,264.2872
1/29/2016,558.79516,-1.65,-6.38,-8.015,0,305.36518,8.015,344.059921,1,34,1.7336,266.0208
1/30/2016,558.79516,2.35,-7.2,-6.425,0,305.36518,6.425,350.484921,1,35,0,266.0208
1/31/2016,558.79516,5.52,-0.01,-1.245,0,305.36518,1.245,351.729921,0,35,0,266.0208
2/1/2016,558.79516,5.85,-0.42,-1.285,0,305.36518,1.285,353.014921,0,35,0.4328,266.4536
2/2/2016,558.79516,3.24,-1.92,-3.34,0,305.36518,3.34,356.354921,0,35,0.0656,266.5192
2/3/2016,558.79516,13.38,1.32,3.35,3.35,308.71518,0,356.354921,0,35,22.5868,289.106
2/4/2016,558.79516,6.27,-1.38,-1.555,0,308.71518,1.555,357.909921,0,35,0.1288,289.2348
2/5/2016,558.79516,-1.53,-3.34,-6.435,0,308.71518,6.435,364.344921,1,36,0.7128,289.9476
2/6/2016,558.79516,0.97,-3.37,-5.2,0,308.71518,5.2,369.544921,1,37,0,289.9476
2/7/2016,558.79516,4.2,-3.22,-3.51,0,308.71518,3.51,373.054921,0,37,0,289.9476
2/8/2016,558.79516,4.77,-1.2,-2.215,0,308.71518,2.215,375.269921,0,37,0,289.9476
2/9/2016,558.79516,1,-2.31,-4.655,0,308.71518,4.655,379.924921,1,38,0.7036,290.6512
2/10/2016,558.79516,-2.53,-8.26,-9.395,0,308.71518,9.395,389.319921,1,39,4.3688,295.02
2/11/2016,558.79516,-8.76,-13.21,-14.985,0,308.71518,14.985,404.304921,1,40,1.4426,296.4626
2/12/2016,558.79516,-7.71,-12.23,-13.97,0,308.71518,13.97,418.274921,1,41,0.8813,297.3439
2/13/2016,558.79516,-10.78,-18.73,-18.755,0,308.71518,18.755,437.029921,1,42,0.4852,297.8291
2/14/2016,558.79516,-13.43,-18.5,-19.965,0,308.71518,19.965,456.994921,1,43,0.4018,298.2309
2/15/2016,558.79516,-4.89,-16.21,-14.55,0,308.71518,14.55,471.544921,1,44,0.2968,298.5277
2/16/2016,558.79516,-1.63,-4.79,-7.21,0,308.71518,7.21,478.754921,1,45,35.9112,334.4389
2/17/2016,558.79516,-1.52,-7.39,-8.455,0,308.71518,8.455,487.209921,1,46,0.9963,335.4352
2/18/2016,558.79516,-7.94,-14.68,-15.31,0,308.71518,15.31,502.519921,1,47,0.0026,335.4378
2/19/2016,558.79516,1.4,-14.14,-10.37,0,308.71518,10.37,512.889921,1,48,0.1189,335.5567
2/20/2016,558.79516,4.68,1.16,-1.08,0,308.71518,1.08,513.969921,0,48,0.4086,335.9653
2/21/2016,558.79516,2.14,-2.88,-4.37,0,308.71518,4.37,518.339921,1,49,0,335.9653
2/22/2016,558.79516,-1.45,-4.63,-7.04,0,308.71518,7.04,525.379921,1,50,0,335.9653
2/23/2016,558.79516,2.39004,-5.97,-5.78998,0,308.71518,5.78998,531.169901,1,51,0,335.9653
2/24/2016,558.79516,3.12,-0.66,-2.77,0,308.71518,2.77,533.939901,0,51,16.0616,352.0269
2/25/2016,558.79516,2.88,-5.77,-5.445,0,308.71518,5.445,539.384901,1,52,4.5917,356.6186
2/26/2016,558.79516,-5.59,-9.04,-11.315,0,308.71518,11.315,550.699901,1,53,0.4184,357.037
2/27/2016,558.79516,0.19,-7.04,-7.425,0,308.71518,7.425,558.124901,1,54,0,357.037
2/28/2016,558.79516,9.45,-0.01,0.72,0.72,309.43518,0,558.124901,0,54,0,357.037
2/29/2016,558.79516,6.02,-0.53,-1.255,0,309.43518,1.255,559.379901,0,54,2.8154,359.8524
3/1/2016,558.79516,4.94,-4.85,-3.955,0,309.43518,3.955,563.334901,0,54,1.1636,361.016
3/2/2016,558.79516,2.92,-6.84,-5.96,0,309.43518,5.96,569.294901,1,55,4.0193,365.0353
3/3/2016,558.79516,-3.5,-7.81,-9.655,0,309.43518,9.655,578.949901,1,56,0.3012,365.3365
3/4/2016,558.79516,-2.86,-6.24,-8.55,0,309.43518,8.55,587.499901,1,57,0,365.3365
3/5/2016,558.79516,-3.26996,-5.77,-8.51998,0,309.43518,8.51998,596.019881,1,58,0.1092,365.4457
3/6/2016,558.79516,3.02,-5.21,-5.095,0,309.43518,5.095,601.114881,1,59,0,365.4457
3/7/2016,558.79516,10.95,-0.68,1.135,1.135,310.57018,0,601.114881,0,59,0,365.4457
3/8/2016,558.79516,16.21,5.41,6.81,6.81,317.38018,0,601.114881,0,59,0,365.4457
3/9/2016,558.79516,18.83,8.63,9.73,9.73,327.11018,0,601.114881,0,59,0,365.4457
3/10/2016,558.79516,13.95,9.15004,7.55002,7.55002,334.6602,0,601.114881,0,59,16.4152,381.8609
3/11/2016,558.79516,8.47,0.41,0.44,0.44,335.1002,0,601.114881,0,59,0.3552,382.2161
3/12/2016,558.79516,12.44,-0.38,2.03,2.03,337.1302,0,601.114881,0,59,0,382.2161
3/13/2016,558.79516,11.41,1.48,2.445,2.445,339.5752,0,601.114881,0,59,1.0436,383.2597
3/14/2016,558.79516,9.63,4.58,3.105,3.105,342.6802,0,601.114881,0,59,1.2274,384.4871
3/15/2016,558.79516,9.13,2.5,1.815,1.815,344.4952,0,601.114881,0,59,0.1522,384.6393
3/16/2016,558.79516,14.98,2.77,4.875,4.875,349.3702,0,601.114881,0,59,2.7336,387.3729
3/17/2016,558.79516,11.01,3.27,3.14,3.14,352.5102,0,601.114881,0,59,0.4535,387.8264
3/18/2016,558.79516,3.54,-1.97,-3.215,0,352.5102,3.215,604.329881,0,59,0.4187,388.2451
3/19/2016,558.79516,0.47,-5.99,-6.76,0,352.5102,6.76,611.089881,1,60,0,388.2451
3/20/2016,558.79516,1.34,-6.54,-6.6,0,352.5102,6.6,617.689881,1,61,0,388.2451
3/21/2016,558.79516,-0.03,-5.83,-6.93,0,352.5102,6.93,624.619881,1,62,0.3838,388.6289
3/22/2016,558.79516,6.88,-2.52,-1.82,0,352.5102,1.82,626.439881,0,62,0.1316,388.7605
3/23/2016,558.79516,7.49,1.15,0.32,0.32,352.8302,0,626.439881,0,62,0.9734,389.7339
3/24/2016,558.79516,13.53,1.21,3.37,3.37,356.2002,0,626.439881,0,62,2.84,392.5739
3/25/2016,558.79516,9.29,-2.61,-0.66,0,356.2002,0.66,627.099881,0,62,6.7152,399.2891
3/26/2016,558.79516,7.19,-3.68,-2.245,0,356.2002,2.245,629.344881,0,62,0,399.2891
3/27/2016,558.79516,16.51,0.94,4.725,4.725,360.9252,0,629.344881,0,62,0,399.2891
3/28/2016,558.79516,9.99004,0.18,1.08502,1.08502,362.01022,0,629.344881,0,62,10.3682,409.6573
3/29/2016,558.79516,3.09004,-2.5,-3.70498,0,362.01022,3.70498,633.049861,0,62,0,409.6573
3/30/2016,558.79516,12.68,-1.87,1.405,1.405,363.41522,0,633.049861,0,62,0,409.6573
3/31/2016,558.79516,13.4,7.11,6.255,6.255,369.67022,0,633.049861,0,62,5.486,415.1433
4/1/2016,558.79516,14.18,2.55,4.365,4.365,374.03522,0,633.049861,0,62,3.2656,418.4089
4/2/2016,558.79516,4.90004,-1.36,-2.22998,0,374.03522,2.22998,635.279841,0,62,2.8821,421.291
4/3/2016,558.79516,-1.96,-6.79,-8.375,0,374.03522,8.375,643.654841,1,63,2.9545,424.2455
4/4/2016,558.79516,-3.36,-9.33,-10.345,0,374.03522,10.345,653.999841,1,64,5.2684,429.5139
4/5/2016,558.79516,-3.28,-10.5,-10.89,0,374.03522,10.89,664.889841,1,65,2e-04,429.5139
4/6/2016,558.79516,5.37,-8.28,-5.455,0,374.03522,5.455,670.344841,1,66,0.0513,429.5652
4/7/2016,558.79516,6.69,0.2,-0.555,0,374.03522,0.555,670.899841,0,66,1.9401,431.5053
4/8/2016,558.79516,0.830039,-2.87,-5.0199805,0,374.03522,5.0199805,675.9198215,1,67,1.6611,433.1664
4/9/2016,558.79516,-1.94,-6.07,-8.005,0,374.03522,8.005,683.9248215,1,68,1.8284,434.9948
4/10/2016,558.79516,2.37,-7.03,-6.33,0,374.03522,6.33,690.2548215,1,69,1.5176,436.5124
4/11/2016,558.79516,6.82,0.79,-0.195,0,374.03522,0.195,690.4498215,0,69,10.326,446.8384
4/12/2016,558.79516,5.88,0.19,-0.965,0,374.03522,0.965,691.4148215,0,69,0.5032,447.3416
4/13/2016,558.79516,4.87,-0.75,-1.94,0,374.03522,1.94,693.3548215,0,69,0,447.3416
4/14/2016,558.79516,10.02,-1.22,0.4,0.4,374.43522,0,693.3548215,0,69,0,447.3416
4/15/2016,558.79516,14.74,1.25,3.995,3.995,378.43022,0,693.3548215,0,69,0,447.3416
4/16/2016,558.79516,16.91,5.21,7.06,7.06,385.49022,0,693.3548215,0,69,0,447.3416
4/17/2016,558.79516,18.77,8.33004,9.55002,9.55002,395.04024,0,693.3548215,0,69,0,447.3416
4/18/2016,558.79516,19.51,8.85,10.18,10.18,405.22024,0,693.3548215,0,69,0,447.3416
4/19/2016,558.79516,11.69,4.54,4.115,4.115,409.33524,0,693.3548215,0,69,0,447.3416
4/20/2016,558.79516,15.12,2.86,4.99,4.99,414.32524,0,693.3548215,0,69,0,447.3416
4/21/2016,558.79516,18.85,5.25,8.05,8.05,422.37524,0,693.3548215,0,69,0.0248,447.3664
4/22/2016,558.79516,18.46,9.84,10.15,10.15,432.52524,0,693.3548215,0,69,0.626,447.9924
4/23/2016,558.79516,9.29,1.56,1.425,1.425,433.95024,0,693.3548215,0,69,0,447.9924
4/24/2016,558.79516,10.75,1.45,2.1,2.1,436.05024,0,693.3548215,0,69,0,447.9924
4/25/2016,558.79516,14.49,5.12,5.805,5.805,441.85524,0,693.3548215,0,69,0.9884,448.9808
4/26/2016,558.79516,7.88,1.57,0.725,0.725,442.58024,0,693.3548215,0,69,8.4408,457.4216
4/27/2016,558.79516,9.37,0.13,0.75,0.75,443.33024,0,693.3548215,0,69,0,457.4216
4/28/2016,558.79516,10.82,-0.35,1.235,1.235,444.56524,0,693.3548215,0,69,0.5468,457.9684
4/29/2016,558.79516,10.11,4.27,3.19,3.19,447.75524,0,693.3548215,0,69,2.9484,460.9168
4/30/2016,558.79516,14.07,5.28,5.675,5.675,453.43024,0,693.3548215,0,69,0.6784,461.5952
5/1/2016,558.79516,13.81,8.08,6.945,6.945,460.37524,0,693.3548215,0,69,15.2892,476.8844
