"county","year","crop_name","perc_eval","variable","value"
"Delaware",2020,"Corn",65.02,"perc_ct",23.6817081745991
"Delaware",2021,"Corn",59.52,"perc_ct",4.37276066489523
"Erie",2015,"Corn",80.48,"perc_ct",6.01337621016228
"Erie",2015,"Soybeans",97.69,"perc_ct",6.04795368694055
"Erie",2016,"Corn",86.7,"perc_ct",2.43583281207399
"Erie",2016,"Soybeans",95.02,"perc_ct",3.02966998167907
"Erie",2017,"Corn",103.45,"perc_ct",4.19368895113679
"Erie",2017,"Soybeans",99.41,"perc_ct",5.08621974927992
"Erie",2018,"Corn",113.8,"perc_ct",7.91231557098154
"Erie",2018,"Soybeans",115.59,"perc_ct",4.74741479846244
"Erie",2019,"Corn",114.64,"perc_ct",7.9426594074539
"Erie",2019,"Soybeans",94.74,"perc_ct",13.1390190420058
"Erie",2020,"Corn",114.51,"perc_ct",5.68739257508715
"Erie",2020,"Soybeans",105.2,"perc_ct",4.63201643880939
"Erie",2021,"Corn",97.17,"perc_ct",14.716271884325
"Erie",2021,"Soybeans",112.08,"perc_ct",12.5422370089323
"Franklin",2020,"Corn",87.83,"perc_ct",1.95027176406225
"Franklin",2020,"Soybeans",79.03,"perc_ct",2.79090926033774
"Franklin",2021,"Corn",84.49,"perc_ct",0.324117258674518
"Fulton",2015,"Corn",53.18,"perc_ct",4.11541027006335
"Fulton",2019,"Corn",97.45,"perc_ct",1.29430456679507
"Genesee",2015,"Soybeans",91.17,"perc_ct",6.7363363868742
"Genesee",2017,"Soybeans",89.38,"perc_ct",12.2808649213123
"Genesee",2018,"Corn",101.34,"perc_ct",20.0286941926029
"Genesee",2018,"Soybeans",104.63,"perc_ct",6.77659628180675
"Genesee",2019,"Corn",101.7,"perc_ct",5.00380111955307
"Genesee",2019,"Soybeans",105.44,"perc_ct",3.69529712654124
"Genesee",2020,"Corn",101.4,"perc_ct",20.7372391686046
"Genesee",2020,"Soybeans",105.05,"perc_ct",8.07150656374536
"Genesee",2021,"Soybeans",102.36,"perc_ct",26.1325483102116
"Herkimer",2015,"Corn",60.19,"perc_ct",6.58702065775064
"Herkimer",2016,"Soybeans",73.45,"perc_ct",6.54568836487041
"Herkimer",2017,"Corn",83.8,"perc_ct",6.84476220291519
"Herkimer",2017,"Soybeans",57.02,"perc_ct",9.62595506439624
"Herkimer",2018,"Soybeans",72.46,"perc_ct",5.37884380172703
"Herkimer",2019,"Soybeans",75.12,"perc_ct",4.20747487508258
"Herkimer",2020,"Corn",80.8,"perc_ct",15.7741446495857
"Herkimer",2020,"Soybeans",73.48,"perc_ct",4.37684480354008
"Herkimer",2021,"Corn",77.79,"perc_ct",7.28227742729233
"Herkimer",2021,"Soybeans",95.44,"perc_ct",7.60997635598773
"Jefferson",2015,"Corn",119.81,"perc_ct",14.1588104087413
"Jefferson",2015,"Soybeans",83.5,"perc_ct",4.63337101020802
"Jefferson",2016,"Corn",67.92,"perc_ct",16.6905813207927
"Jefferson",2016,"Soybeans",79.31,"perc_ct",25.5036486467434
"Jefferson",2017,"Corn",83.99,"perc_ct",14.9726167291477
"Jefferson",2017,"Soybeans",73.55,"perc_ct",22.2322565074732
"Jefferson",2018,"Corn",87.06,"perc_ct",18.5279209639567
"Jefferson",2018,"Soybeans",78.54,"perc_ct",11.0264253693708
"Jefferson",2019,"Corn",95.86,"perc_ct",7.16316037725123
"Jefferson",2019,"Soybeans",83.31,"perc_ct",9.17909111007745
"Jefferson",2020,"Corn",92.41,"perc_ct",29.6775663780597
"Jefferson",2020,"Soybeans",75.99,"perc_ct",14.2997097034592
"Jefferson",2021,"Corn",80.1,"perc_ct",17.5562546918944
"Jefferson",2021,"Soybeans",87.97,"perc_ct",11.939295685051
"Lewis",2016,"Corn",62.71,"perc_ct",13.4214051468644
"Lewis",2016,"Soybeans",59.78,"perc_ct",8.37297421785194
"Lewis",2017,"Corn",78.35,"perc_ct",8.21298119175332
"Lewis",2017,"Soybeans",64.76,"perc_ct",27.8237468235319
"Lewis",2018,"Corn",98.54,"perc_ct",8.15452472203088
"Lewis",2019,"Corn",87.57,"perc_ct",3.64420211992827
"Lewis",2019,"Soybeans",92.59,"perc_ct",11.5995334273538
"Lewis",2020,"Corn",78.34,"perc_ct",23.1356491389285
"Lewis",2020,"Soybeans",92.55,"perc_ct",30.4434039066761
"Lewis",2021,"Corn",76.32,"perc_ct",8.66999307833547
"Lewis",2021,"Soybeans",88.8,"perc_ct",2.46869397515529
"Livingston",2015,"Corn",98.47,"perc_ct",18.5855279052451
"Livingston",2015,"Soybeans",93.32,"perc_ct",17.1655378293218
"Livingston",2017,"Corn",93.27,"perc_ct",10.5496479774303
"Livingston",2017,"Soybeans",97.24,"perc_ct",16.8555987172576
"Livingston",2018,"Corn",105.6,"perc_ct",17.7024201778733
"Livingston",2018,"Soybeans",106.77,"perc_ct",12.2422306558577
"Livingston",2019,"Corn",101.15,"perc_ct",4.6238789213108
"Livingston",2019,"Soybeans",115.79,"perc_ct",5.21948267098048
"Livingston",2020,"Corn",109.44,"perc_ct",3.47042746853146
"Livingston",2020,"Soybeans",107.67,"perc_ct",1.80888977178443
"Livingston",2021,"Corn",92.9,"perc_ct",17.5831177194251
"Livingston",2021,"Soybeans",99.16,"perc_ct",13.4187923510563
"Madison",2015,"Corn",56.68,"perc_ct",1.59396400524335
"Madison",2015,"Soybeans",53.53,"perc_ct",0.941094065150922
"Madison",2016,"Corn",62.54,"perc_ct",4.94543429497705
"Madison",2016,"Soybeans",65.78,"perc_ct",3.75602126295471
"Madison",2017,"Corn",71.06,"perc_ct",1.90218138747283
"Madison",2017,"Soybeans",52.41,"perc_ct",7.10845511468777
"Madison",2018,"Corn",83.18,"perc_ct",14.4793179193427
"Madison",2018,"Soybeans",76.72,"perc_ct",12.1701221836769
"Madison",2019,"Corn",81.47,"perc_ct",6.41225516201383
"Madison",2019,"Soybeans",77.95,"perc_ct",6.40573039390872
"Madison",2020,"Corn",78.29,"perc_ct",22.2619128863133
"Madison",2020,"Soybeans",71.57,"perc_ct",5.42824998069813
"Madison",2021,"Corn",73.03,"perc_ct",21.7191682690218
"Madison",2021,"Soybeans",78.09,"perc_ct",15.0584958975703
"Montgomery",2015,"Corn",54.86,"perc_ct",4.12286363217694
"Montgomery",2016,"Corn",61.17,"perc_ct",2.23727665066845
"Montgomery",2017,"Corn",76.56,"perc_ct",4.12006589981745
"Montgomery",2018,"Corn",74,"perc_ct",7.70205785049404
"Montgomery",2020,"Corn",74.49,"perc_ct",6.9408861453734
"Montgomery",2020,"Soybeans",71.24,"perc_ct",5.57462351059058
"Montgomery",2021,"Corn",71.56,"perc_ct",2.36931517891272
"Montgomery",2021,"Soybeans",72.81,"perc_ct",1.64911710208846
"Oneida",2015,"Corn",56.79,"perc_ct",5.69708546028958
"Oneida",2015,"Soybeans",69.07,"perc_ct",2.16172169081804
"Oneida",2016,"Corn",94.41,"perc_ct",6.62758946265986
"Oneida",2016,"Soybeans",68.14,"perc_ct",13.4160425400121
"Oneida",2017,"Corn",77.38,"perc_ct",7.04074892600813
"Oneida",2017,"Soybeans",64.74,"perc_ct",7.06354898304358
"Oneida",2018,"Corn",73.99,"perc_ct",11.0194959655431
"Oneida",2018,"Soybeans",79.76,"perc_ct",11.6834830661115
"Oneida",2019,"Corn",83.8,"perc_ct",4.86441692813082
"Oneida",2019,"Soybeans",80.87,"perc_ct",7.1043667039671
"Oneida",2020,"Corn",83.74,"perc_ct",17.2647239821133
"Oneida",2020,"Soybeans",73.75,"perc_ct",13.4388511441832
"Oneida",2021,"Corn",78.74,"perc_ct",14.6977694071239
"Oneida",2021,"Soybeans",77.54,"perc_ct",11.9461014253271
"Onondaga",2015,"Corn",79.2,"perc_ct",4.63463737362927
"Onondaga",2015,"Soybeans",102.48,"perc_ct",2.51450616372286
"Onondaga",2016,"Corn",99.13,"perc_ct",6.97867906262744
"Onondaga",2016,"Soybeans",115.9,"perc_ct",3.9020220904495
"Onondaga",2017,"Corn",96.8,"perc_ct",2.71109816331816
"Onondaga",2017,"Soybeans",111.37,"perc_ct",1.6955436771793
"Onondaga",2018,"Corn",107.75,"perc_ct",7.17126367895858
"Onondaga",2018,"Soybeans",124.73,"perc_ct",6.52084706928315
"Onondaga",2019,"Corn",109.47,"perc_ct",4.76851939958725
"Onondaga",2019,"Soybeans",109.91,"perc_ct",3.52005587308799
"Onondaga",2020,"Corn",117.06,"perc_ct",17.5809776267877
"Onondaga",2020,"Soybeans",103.75,"perc_ct",8.36314959580171
"Onondaga",2021,"Corn",97.69,"perc_ct",16.8527156363276
"Onondaga",2021,"Soybeans",122.78,"perc_ct",9.25130880358085
"Ontario",2015,"Corn",102.38,"perc_ct",10.519329157942
"Ontario",2015,"Soybeans",105.33,"perc_ct",13.0446811440375
"Ontario",2016,"Corn",106.2,"perc_ct",10.6070476745575
"Ontario",2016,"Soybeans",119.38,"perc_ct",11.4248233801549
"Ontario",2017,"Corn",117.93,"perc_ct",4.53959037986437
"Ontario",2017,"Soybeans",123.93,"perc_ct",5.04572325346598
"Ontario",2018,"Soybeans",124.53,"perc_ct",9.56063404784571
"Ontario",2019,"Corn",123.12,"perc_ct",5.32156027597677
"Ontario",2019,"Soybeans",119.07,"perc_ct",5.77511936043499
"Ontario",2020,"Corn",120.53,"perc_ct",15.3319727770656
"Ontario",2020,"Soybeans",124.7,"perc_ct",9.27945404090928
"Ontario",2021,"Corn",111.37,"perc_ct",13.5052429747772
"Ontario",2021,"Soybeans",119.32,"perc_ct",9.56613320591132
"Orange",2016,"Corn",79.84,"perc_ct",1.88077726299107
"Orange",2017,"Soybeans",78.51,"perc_ct",5.32820223047712
"Orange",2020,"Corn",112.04,"perc_ct",0.548337840307587
"Orange",2021,"Soybeans",123.7,"perc_ct",0.640125502087591
"Oswego",2016,"Corn",79.5,"perc_ct",3.82569651344442
"Oswego",2016,"Soybeans",74.88,"perc_ct",4.34811033007186
"Oswego",2017,"Corn",80.14,"perc_ct",3.93085872330307
"Oswego",2018,"Soybeans",110.7,"perc_ct",8.39408047172029
"Oswego",2019,"Soybeans",103.23,"perc_ct",0.824355638918086
"Oswego",2020,"Corn",107.91,"perc_ct",22.8587104343079
"Oswego",2020,"Soybeans",98.56,"perc_ct",5.56608210670387
"Oswego",2021,"Corn",89.63,"perc_ct",13.5265853181483
"Oswego",2021,"Soybeans",111.04,"perc_ct",10.5857000375851
"Otsego",2015,"Soybeans",64.34,"perc_ct",1.28826851584208
"Otsego",2016,"Corn",102.97,"perc_ct",3.78221686490414
"Otsego",2016,"Soybeans",51.58,"perc_ct",7.37107991328623
"Otsego",2017,"Corn",61.68,"perc_ct",11.7637806990644
"Otsego",2019,"Corn",67.15,"perc_ct",3.19805123426801
"Otsego",2019,"Soybeans",53.88,"perc_ct",5.10238864027827
"Otsego",2020,"Corn",58.58,"perc_ct",18.2183727406336
"Otsego",2020,"Soybeans",60.76,"perc_ct",7.80950406121699
"Otsego",2021,"Corn",53.8,"perc_ct",6.66397932693649
"Otsego",2021,"Soybeans",57.66,"perc_ct",5.25585432666966
"Schoharie",2016,"Corn",54.49,"perc_ct",0.685323608908471
"Schoharie",2017,"Corn",97.92,"perc_ct",1.83835315190058
"Schoharie",2020,"Corn",70.41,"perc_ct",9.59790752227995
"Schoharie",2021,"Corn",68.71,"perc_ct",0.266136158239938
"Schuyler",2019,"Soybeans",72.16,"perc_ct",19.5640677218961
"Schuyler",2020,"Soybeans",97.09,"perc_ct",11.905983864376
"Seneca",2021,"Corn",124.67,"perc_ct",13.7823715182008
"Steuben",2015,"Corn",84.95,"perc_ct",13.4696020970426
"Steuben",2015,"Soybeans",64.97,"perc_ct",9.74650471470446
"Steuben",2016,"Corn",83.61,"perc_ct",6.44401248814587
"Steuben",2016,"Soybeans",69.68,"perc_ct",8.98857685636651
"Steuben",2017,"Corn",100.09,"perc_ct",6.0260262180803
"Steuben",2017,"Soybeans",68.63,"perc_ct",18.7129874265279
"Steuben",2018,"Corn",124.27,"perc_ct",13.0939852437975
"Steuben",2018,"Soybeans",79.88,"perc_ct",13.8348126241626
"Steuben",2019,"Soybeans",75.19,"perc_ct",14.6477324037513
"Steuben",2020,"Corn",108.03,"perc_ct",14.7361631514813
"Steuben",2020,"Soybeans",76.3,"perc_ct",14.767410501712
"Steuben",2021,"Corn",91.53,"perc_ct",27.3672582709417
"Steuben",2021,"Soybeans",88.56,"perc_ct",39.8695365304735
"Sullivan",2016,"Corn",54.71,"perc_ct",10.4118923009084
"Sullivan",2018,"Corn",72.87,"perc_ct",12.4862746909179
"Sullivan",2020,"Corn",62.34,"perc_ct",31.570515150639
"Sullivan",2021,"Corn",50.05,"perc_ct",12.8477233190948
"Tioga",2015,"Corn",79.02,"perc_ct",10.1213100668743
"Tioga",2016,"Corn",108.64,"perc_ct",22.0323559999861
"Tioga",2016,"Soybeans",67.14,"perc_ct",33.0651837007802
"Tioga",2017,"Corn",52.81,"perc_ct",2.9263372803067
"Tioga",2018,"Corn",65.95,"perc_ct",8.92907986371708
"Tioga",2018,"Soybeans",62.41,"perc_ct",6.83842981837394
"Tioga",2019,"Soybeans",55.38,"perc_ct",13.2746540644939
"Tioga",2020,"Soybeans",65.25,"perc_ct",27.5660169836263
"Tioga",2021,"Corn",54.37,"perc_ct",7.35912401129515
"Tompkins",2015,"Corn",111.67,"perc_ct",5.25619339580389
"Tompkins",2015,"Soybeans",83.83,"perc_ct",2.11156676891888
"Tompkins",2016,"Corn",121.74,"perc_ct",24.8236310459419
"Tompkins",2016,"Soybeans",79.19,"perc_ct",8.97072793093072
"Tompkins",2017,"Corn",84.45,"perc_ct",6.23032602784804
"Tompkins",2017,"Soybeans",85.35,"perc_ct",4.43722652038141
"Tompkins",2018,"Corn",94.91,"perc_ct",10.3468008080841
"Tompkins",2018,"Soybeans",86.55,"perc_ct",8.18319063809922
"Tompkins",2019,"Soybeans",97.32,"perc_ct",13.0445565617844
"Tompkins",2020,"Corn",88.03,"perc_ct",21.503621595769
"Tompkins",2020,"Soybeans",84.27,"perc_ct",13.3373005232196
"Tompkins",2021,"Corn",77.92,"perc_ct",12.0551040440738
"Tompkins",2021,"Soybeans",100.49,"perc_ct",9.08595563667462
"Wyoming",2015,"Corn",53.19,"perc_ct",10.3281661059229
"Wyoming",2015,"Soybeans",77.59,"perc_ct",1.07511834412282
"Wyoming",2017,"Corn",80.73,"perc_ct",2.01010447462013
"Wyoming",2017,"Soybeans",76.42,"perc_ct",0.884413502218722
"Wyoming",2018,"Corn",93.09,"perc_ct",5.97073403824947
"Wyoming",2018,"Soybeans",101.98,"perc_ct",3.43732168351067
"Wyoming",2019,"Corn",109.9,"perc_ct",0.956569661494379
"Wyoming",2020,"Corn",90.68,"perc_ct",4.24157235329893
"Wyoming",2020,"Soybeans",100.12,"perc_ct",0.514059982233719
"Wyoming",2021,"Corn",72.58,"perc_ct",13.2301234711909
"Wyoming",2021,"Soybeans",101.49,"perc_ct",5.73634860143874
"Albany",2020,"Corn",124.58,"perc_cc",40.0221343581
"Allegany",2016,"Corn",83.45,"perc_cc",3.12813285440779
"Allegany",2017,"Corn",94.16,"perc_cc",5.72923721026029
"Allegany",2017,"Soybeans",81.03,"perc_cc",5.32290020944328
"Allegany",2018,"Corn",105.76,"perc_cc",4.48921881125001
"Allegany",2018,"Soybeans",93.06,"perc_cc",1.25321064204741
"Allegany",2020,"Corn",88.15,"perc_cc",2.73032148383735
"Allegany",2021,"Soybeans",89.12,"perc_cc",4.27429062450741
"Broome",2016,"Corn",99.39,"perc_cc",3.369833776912
"Broome",2017,"Corn",55.56,"perc_cc",3.95327562125312
"Broome",2018,"Corn",74.85,"perc_cc",10.3531532570224
"Broome",2020,"Corn",65.42,"perc_cc",15.8414742707347
"Broome",2020,"Soybeans",54.7,"perc_cc",7.84271365912871
"Broome",2021,"Corn",60.11,"perc_cc",9.93147456194306
"Cattaraugus",2015,"Corn",69.21,"perc_cc",3.64223048871221
"Cattaraugus",2015,"Soybeans",84.81,"perc_cc",2.47443918778582
"Cattaraugus",2016,"Corn",79.21,"perc_cc",1.97716690362727
"Cattaraugus",2016,"Soybeans",67.24,"perc_cc",2.32765606352685
"Cattaraugus",2017,"Corn",82.01,"perc_cc",2.93026283518831
"Cattaraugus",2017,"Soybeans",83.05,"perc_cc",0.887238254954012
"Cattaraugus",2018,"Corn",90.05,"perc_cc",8.18686057097263
"Cattaraugus",2019,"Soybeans",90.42,"perc_cc",2.51091987345598
"Cattaraugus",2020,"Corn",86.8,"perc_cc",13.2738227827424
"Cattaraugus",2020,"Soybeans",94.92,"perc_cc",5.13630503261815
"Cattaraugus",2021,"Corn",81.35,"perc_cc",10.2218928117352
"Cattaraugus",2021,"Soybeans",90.42,"perc_cc",1.26822982141035
"Cayuga",2015,"Corn",98.51,"perc_cc",16.7421319690685
"Cayuga",2015,"Soybeans",105.42,"perc_cc",14.4212719287802
"Cayuga",2016,"Corn",99.39,"perc_cc",3.46587370506062
"Cayuga",2016,"Soybeans",112.71,"perc_cc",1.43375126332858
"Cayuga",2017,"Corn",112.65,"perc_cc",26.6940089455149
"Cayuga",2018,"Soybeans",123.84,"perc_cc",7.79797219717946
"Cayuga",2019,"Soybeans",108.05,"perc_cc",11.0278879971252
"Cayuga",2020,"Corn",110.73,"perc_cc",8.04365785109896
"Cayuga",2020,"Soybeans",117.66,"perc_cc",8.51342617877877
"Cayuga",2021,"Corn",99.93,"perc_cc",7.37560866898427
"Cayuga",2021,"Soybeans",119.26,"perc_cc",3.15265507828978
"Chautauqua",2015,"Corn",109.56,"perc_cc",4.39610683403104
"Chautauqua",2015,"Soybeans",91.67,"perc_cc",3.89642859687924
"Chautauqua",2016,"Corn",72.87,"perc_cc",3.48609959267434
"Chautauqua",2017,"Corn",80.92,"perc_cc",5.3306440481614
"Chautauqua",2017,"Soybeans",100.48,"perc_cc",5.0125237437527
"Chautauqua",2018,"Corn",92.72,"perc_cc",7.61916332879548
"Chautauqua",2020,"Corn",88.6,"perc_cc",13.0292978368472
"Chautauqua",2020,"Soybeans",102.79,"perc_cc",6.09343370558438
"Chautauqua",2021,"Corn",84.45,"perc_cc",10.1181793547703
"Chautauqua",2021,"Soybeans",111.2,"perc_cc",2.93117578135023
"Chemung",2015,"Soybeans",66.28,"perc_cc",4.75438430537105
"Chemung",2016,"Soybeans",85.44,"perc_cc",1.36551934524111
"Chemung",2017,"Corn",61.39,"perc_cc",14.6887887386006
"Chemung",2017,"Soybeans",72.35,"perc_cc",2.96365416328631
"Chemung",2018,"Corn",62.16,"perc_cc",7.70963484139945
"Chemung",2020,"Corn",66.21,"perc_cc",5.97934846651655
"Chemung",2021,"Corn",67.49,"perc_cc",12.5204077310084
"Chemung",2021,"Soybeans",58.05,"perc_cc",12.677173682452
"Chenango",2016,"Corn",50.68,"perc_cc",6.1018896243431
"Chenango",2017,"Corn",59.55,"perc_cc",8.94105341885476
"Chenango",2018,"Corn",65.48,"perc_cc",8.63450496096157
"Chenango",2020,"Corn",69.29,"perc_cc",16.3264734242849
"Chenango",2021,"Corn",63.6,"perc_cc",7.13553302628688
"Clinton",2015,"Corn",90.33,"perc_cc",3.06866465314373
"Clinton",2016,"Corn",104.76,"perc_cc",0.283630024091649
"Clinton",2017,"Corn",65.72,"perc_cc",0.490901863213019
"Columbia",2015,"Soybeans",75.15,"perc_cc",8.25671189812823
"Columbia",2016,"Corn",70.24,"perc_cc",9.40915748011554
"Columbia",2017,"Corn",75.15,"perc_cc",2.91434153810346
"Columbia",2017,"Soybeans",87.22,"perc_cc",0.531229144668731
"Columbia",2018,"Soybeans",92.62,"perc_cc",20.045583380914
"Columbia",2019,"Soybeans",72.77,"perc_cc",8.19850984025113
"Columbia",2020,"Corn",82.14,"perc_cc",27.8506629884275
"Columbia",2020,"Soybeans",77.62,"perc_cc",4.81708161304749
"Columbia",2021,"Corn",87.26,"perc_cc",23.0678156746117
"Columbia",2021,"Soybeans",76.1,"perc_cc",6.78535052267911
"Cortland",2015,"Corn",50.17,"perc_cc",7.31687050753757
"Cortland",2016,"Corn",82.7,"perc_cc",4.43819990552682
"Cortland",2016,"Soybeans",83.57,"perc_cc",2.78017979555707
"Cortland",2017,"Corn",61.52,"perc_cc",15.6111280965467
"Cortland",2017,"Soybeans",56.12,"perc_cc",14.6628997322654
"Cortland",2018,"Corn",69.94,"perc_cc",3.24285442411631
"Cortland",2019,"Corn",73.52,"perc_cc",9.17435679821129
"Cortland",2020,"Corn",70.44,"perc_cc",7.96080822702397
"Cortland",2021,"Corn",63.71,"perc_cc",4.78572649706371
"Cortland",2021,"Soybeans",75.48,"perc_cc",2.55273500233947
"Delaware",2018,"Corn",83.22,"perc_cc",21.709736227884
"Delaware",2020,"Corn",65.02,"perc_cc",36.8500213995056
"Delaware",2021,"Corn",59.52,"perc_cc",22.0821280673051
"Dutchess",2016,"Corn",54.97,"perc_cc",10.3584157694886
"Dutchess",2017,"Corn",68.69,"perc_cc",0.321458255124118
"Dutchess",2018,"Soybeans",78.16,"perc_cc",10.7670218300177
"Dutchess",2019,"Corn",96.83,"perc_cc",17.4143763644073
"Dutchess",2020,"Corn",115.35,"perc_cc",10.4236585857108
"Dutchess",2021,"Corn",92.86,"perc_cc",13.0252377975838
"Erie",2015,"Corn",80.48,"perc_cc",2.73421797806023
"Erie",2015,"Soybeans",97.69,"perc_cc",0.59800381050645
"Erie",2016,"Corn",86.7,"perc_cc",5.37015680934406
"Erie",2016,"Soybeans",95.02,"perc_cc",1.96593595450973
"Erie",2017,"Corn",103.45,"perc_cc",1.56851106793713
"Erie",2017,"Soybeans",99.41,"perc_cc",0.824706841284976
"Erie",2018,"Corn",113.8,"perc_cc",9.16962782329538
"Erie",2018,"Soybeans",115.59,"perc_cc",5.75494558084367
"Erie",2019,"Corn",114.64,"perc_cc",9.81240477265125
"Erie",2019,"Soybeans",94.74,"perc_cc",2.10676857426935
"Erie",2020,"Corn",114.51,"perc_cc",18.0069680882573
"Erie",2020,"Soybeans",105.2,"perc_cc",9.17077325087685
"Erie",2021,"Corn",97.17,"perc_cc",9.94956109343798
"Erie",2021,"Soybeans",112.08,"perc_cc",3.63990940154484
"Franklin",2020,"Corn",87.83,"perc_cc",3.34830543554158
"Franklin",2020,"Soybeans",79.03,"perc_cc",1.34586368379807
"Franklin",2021,"Corn",84.49,"perc_cc",6.76116555103977
"Fulton",2017,"Corn",98.26,"perc_cc",2.78828997042377
"Fulton",2018,"Corn",122.1,"perc_cc",2.33371340009922
"Fulton",2019,"Corn",97.45,"perc_cc",1.84587166880707
"Genesee",2015,"Soybeans",91.17,"perc_cc",1.51767196587607
"Genesee",2016,"Corn",85.44,"perc_cc",8.41590875481721
