"state","county","fips","year","crop_name","perc_eval","variable","value"
"IL","Calhoun County",17013,2019,"Corn",51.13,"perc_ct",8.14821214488795
"IL","Calhoun County",17013,2019,"Soybeans",51.13,"perc_ct",8.50180167190013
"IL","Calhoun County",17013,2020,"Corn",57.71,"perc_ct",18.3781614705925
"IL","Calhoun County",17013,2020,"Soybeans",57.71,"perc_ct",14.8827591875087
"IL","Calhoun County",17013,2021,"Corn",57.24,"perc_ct",21.4240162905738
"IL","Calhoun County",17013,2021,"Soybeans",57.24,"perc_ct",10.5337208182436
"IL","Carroll County",17015,2015,"Corn",80.79,"perc_ct",2.83455452973857
"IL","Carroll County",17015,2015,"Soybeans",80.79,"perc_ct",0.990326494814858
"IL","Carroll County",17015,2016,"Corn",80.88,"perc_ct",2.74184424237809
"IL","Carroll County",17015,2016,"Soybeans",80.88,"perc_ct",1.85799629466583
"IL","Carroll County",17015,2017,"Corn",81.6,"perc_ct",4.39179688017334
"IL","Carroll County",17015,2017,"Soybeans",81.6,"perc_ct",5.00676226293335
"IL","Carroll County",17015,2018,"Corn",81.26,"perc_ct",9.67962725394646
"IL","Carroll County",17015,2018,"Soybeans",81.26,"perc_ct",6.61674835913471
"IL","Carroll County",17015,2019,"Corn",80.25,"perc_ct",6.38971487322264
"IL","Carroll County",17015,2019,"Soybeans",80.25,"perc_ct",2.38109138401455
"IL","Carroll County",17015,2020,"Corn",81.11,"perc_ct",10.2958424963792
"IL","Carroll County",17015,2020,"Soybeans",81.11,"perc_ct",2.92193449672946
"IL","Carroll County",17015,2021,"Corn",81.25,"perc_ct",10.8114379848633
"IL","Carroll County",17015,2021,"Soybeans",81.25,"perc_ct",4.61821715648894
"IL","Cass County",17017,2015,"Corn",85.18,"perc_ct",9.548799010479
"IL","Cass County",17017,2015,"Soybeans",85.18,"perc_ct",5.48461045604864
"IL","Cass County",17017,2016,"Corn",85.06,"perc_ct",16.7301511053938
"IL","Cass County",17017,2016,"Soybeans",85.06,"perc_ct",11.7974128988919
"IL","Cass County",17017,2017,"Corn",85.57,"perc_ct",26.5411817021835
"IL","Cass County",17017,2017,"Soybeans",85.57,"perc_ct",13.7473011886113
"IL","Cass County",17017,2018,"Corn",85.97,"perc_ct",39.4591566757649
"IL","Cass County",17017,2018,"Soybeans",85.97,"perc_ct",14.4153860348149
"IL","Cass County",17017,2019,"Corn",82.1,"perc_ct",19.8151156100524
"IL","Cass County",17017,2019,"Soybeans",82.1,"perc_ct",9.35776763617751
"IL","Cass County",17017,2020,"Corn",85.58,"perc_ct",22.9841763514619
"IL","Cass County",17017,2020,"Soybeans",85.58,"perc_ct",13.3457384857277
"IL","Cass County",17017,2021,"Corn",85.64,"perc_ct",34.4324436012052
"IL","Cass County",17017,2021,"Soybeans",85.64,"perc_ct",13.8019208487854
"IL","Champaign County",17019,2015,"Corn",94.39,"perc_ct",25.7729716054795
"IL","Champaign County",17019,2015,"Soybeans",94.39,"perc_ct",15.3717399483095
"IL","Champaign County",17019,2016,"Corn",94.5,"perc_ct",45.4285722636302
"IL","Champaign County",17019,2016,"Soybeans",94.5,"perc_ct",12.3727398394809
"IL","Champaign County",17019,2017,"Corn",94.5,"perc_ct",25.9390866121293
"IL","Champaign County",17019,2017,"Soybeans",94.5,"perc_ct",9.01072930810445
"IL","Champaign County",17019,2018,"Corn",94.45,"perc_ct",64.1552121395604
"IL","Champaign County",17019,2018,"Soybeans",94.45,"perc_ct",35.2164270373896
"IL","Champaign County",17019,2019,"Corn",93.96,"perc_ct",8.47144147067665
"IL","Champaign County",17019,2019,"Soybeans",93.96,"perc_ct",7.26649000273998
"IL","Champaign County",17019,2020,"Corn",94.39,"perc_ct",32.2245514001798
"IL","Champaign County",17019,2020,"Soybeans",94.39,"perc_ct",19.2049974783833
"IL","Champaign County",17019,2021,"Corn",93.95,"perc_ct",54.4106649167561
"IL","Champaign County",17019,2021,"Soybeans",93.95,"perc_ct",25.3074635314333
"IL","Christian County",17021,2015,"Corn",95.71,"perc_ct",46.5927631122324
"IL","Christian County",17021,2015,"Soybeans",95.71,"perc_ct",22.8305439578852
"IL","Christian County",17021,2016,"Corn",95.92,"perc_ct",28.5718655125966
"IL","Christian County",17021,2016,"Soybeans",95.92,"perc_ct",59.6035220312097
"IL","Christian County",17021,2017,"Corn",96.04,"perc_ct",56.2348722012046
"IL","Christian County",17021,2017,"Soybeans",96.04,"perc_ct",34.567117754977
"IL","Christian County",17021,2018,"Corn",95.82,"perc_ct",67.7598766158569
"IL","Christian County",17021,2018,"Soybeans",95.82,"perc_ct",45.7485452231224
"IL","Christian County",17021,2019,"Corn",95.96,"perc_ct",32.299992894358
"IL","Christian County",17021,2019,"Soybeans",95.96,"perc_ct",15.3193808197443
"IL","Christian County",17021,2020,"Corn",96.14,"perc_ct",25.2454720830035
"IL","Christian County",17021,2020,"Soybeans",96.14,"perc_ct",19.0341304557862
"IL","Christian County",17021,2021,"Corn",95.65,"perc_ct",36.0048632216531
"IL","Christian County",17021,2021,"Soybeans",95.65,"perc_ct",23.8823323129649
"IL","Clark County",17023,2015,"Corn",79.46,"perc_ct",8.62957748125365
"IL","Clark County",17023,2015,"Soybeans",79.46,"perc_ct",2.80407005684692
"IL","Clark County",17023,2016,"Corn",79.43,"perc_ct",6.73421707834909
"IL","Clark County",17023,2016,"Soybeans",79.43,"perc_ct",2.88479571087409
"IL","Clark County",17023,2017,"Corn",80.17,"perc_ct",9.96219362566607
"IL","Clark County",17023,2017,"Soybeans",80.17,"perc_ct",13.5852965326544
"IL","Clark County",17023,2018,"Corn",79.27,"perc_ct",62.9600789430606
"IL","Clark County",17023,2018,"Soybeans",79.27,"perc_ct",16.8928464492571
"IL","Clark County",17023,2019,"Corn",77.44,"perc_ct",5.00087928885594
"IL","Clark County",17023,2019,"Soybeans",77.44,"perc_ct",3.96494596964734
"IL","Clark County",17023,2020,"Corn",79.67,"perc_ct",27.6381141690103
"IL","Clark County",17023,2020,"Soybeans",79.67,"perc_ct",6.12762980965656
"IL","Clark County",17023,2021,"Corn",78.98,"perc_ct",30.3906325211776
"IL","Clark County",17023,2021,"Soybeans",78.98,"perc_ct",15.2649519223186
"IL","Clay County",17025,2015,"Corn",65.52,"perc_ct",18.8517735111054
"IL","Clay County",17025,2015,"Soybeans",65.52,"perc_ct",1.82539961389404
"IL","Clay County",17025,2016,"Corn",67.17,"perc_ct",11.7727261539122
"IL","Clay County",17025,2016,"Soybeans",67.17,"perc_ct",2.42336338086605
"IL","Clay County",17025,2017,"Corn",68.21,"perc_ct",3.29041454291037
"IL","Clay County",17025,2017,"Soybeans",68.21,"perc_ct",2.51744876475488
"IL","Clay County",17025,2018,"Corn",65.8,"perc_ct",34.9885851723035
"IL","Clay County",17025,2018,"Soybeans",65.8,"perc_ct",6.36197827101918
"IL","Clay County",17025,2019,"Corn",62.65,"perc_ct",7.10505849953833
"IL","Clay County",17025,2019,"Soybeans",62.65,"perc_ct",2.31745684044588
"IL","Clay County",17025,2020,"Corn",67.37,"perc_ct",5.01892421951009
"IL","Clay County",17025,2020,"Soybeans",67.37,"perc_ct",11.6508101756256
"IL","Clay County",17025,2021,"Corn",65.51,"perc_ct",4.58444701910905
"IL","Clay County",17025,2021,"Soybeans",65.51,"perc_ct",7.40620528616749
"IL","Clinton County",17027,2015,"Corn",72.19,"perc_ct",37.880282571259
"IL","Clinton County",17027,2015,"Soybeans",72.19,"perc_ct",5.70992945397393
"IL","Clinton County",17027,2016,"Corn",81.28,"perc_ct",5.50813383575963
"IL","Clinton County",17027,2016,"Soybeans",81.28,"perc_ct",2.0623367191594
"IL","Clinton County",17027,2017,"Corn",80.32,"perc_ct",7.40768262674739
"IL","Clinton County",17027,2017,"Soybeans",80.32,"perc_ct",2.24883269727414
"IL","Clinton County",17027,2018,"Corn",79.21,"perc_ct",35.8824140557162
"IL","Clinton County",17027,2018,"Soybeans",79.21,"perc_ct",18.3870747425337
"IL","Clinton County",17027,2019,"Corn",78.14,"perc_ct",4.85332759306323
"IL","Clinton County",17027,2019,"Soybeans",78.14,"perc_ct",3.29951837732842
"IL","Clinton County",17027,2020,"Corn",80.61,"perc_ct",7.65833385375356
"IL","Clinton County",17027,2020,"Soybeans",80.61,"perc_ct",8.92628101417588
"IL","Clinton County",17027,2021,"Corn",77.9,"perc_ct",4.11066273960716
"IL","Clinton County",17027,2021,"Soybeans",77.9,"perc_ct",3.69761610892558
"IL","Coles County",17029,2015,"Corn",106.93,"perc_ct",52.121026716504
"IL","Coles County",17029,2015,"Soybeans",106.93,"perc_ct",21.0214737515142
"IL","Coles County",17029,2016,"Corn",106.89,"perc_ct",40.6507788017386
"IL","Coles County",17029,2016,"Soybeans",106.89,"perc_ct",17.5875573430217
"IL","Coles County",17029,2017,"Corn",107.02,"perc_ct",30.6566198832872
"IL","Coles County",17029,2017,"Soybeans",107.02,"perc_ct",22.6441160229736
"IL","Coles County",17029,2018,"Corn",107.19,"perc_ct",63.3219058507388
"IL","Coles County",17029,2018,"Soybeans",107.19,"perc_ct",38.435352847437
"IL","Coles County",17029,2019,"Corn",107.05,"perc_ct",33.3742823798363
"IL","Coles County",17029,2019,"Soybeans",107.05,"perc_ct",26.8123005311279
"IL","Coles County",17029,2020,"Corn",107.03,"perc_ct",32.2539590020555
"IL","Coles County",17029,2020,"Soybeans",107.03,"perc_ct",36.8054500664424
"IL","Coles County",17029,2021,"Corn",106.67,"perc_ct",65.4076427233523
"IL","Coles County",17029,2021,"Soybeans",106.67,"perc_ct",44.4128987970951
"IL","Cook County",17031,2015,"Corn",76.89,"perc_ct",9.0697717958686
"IL","Cook County",17031,2015,"Soybeans",76.89,"perc_ct",3.02625756356183
"IL","Cook County",17031,2016,"Corn",81.6,"perc_ct",1.57311847345234
"IL","Cook County",17031,2016,"Soybeans",81.6,"perc_ct",2.27099786466818
"IL","Cook County",17031,2017,"Soybeans",82.72,"perc_ct",5.76805250627994
"IL","Cook County",17031,2018,"Corn",84.28,"perc_ct",7.13141853801665
"IL","Cook County",17031,2018,"Soybeans",84.28,"perc_ct",7.57463993020519
"IL","Cook County",17031,2019,"Corn",54.14,"perc_ct",11.9211946049793
"IL","Cook County",17031,2019,"Soybeans",54.14,"perc_ct",2.39178058772153
"IL","Cook County",17031,2020,"Corn",85.33,"perc_ct",1.01080236321441
"IL","Cook County",17031,2020,"Soybeans",85.33,"perc_ct",0.942276976357038
"IL","Cook County",17031,2021,"Corn",80.29,"perc_ct",22.852054058617
"IL","Cook County",17031,2021,"Soybeans",80.29,"perc_ct",4.87284943199168
"IL","Crawford County",17033,2015,"Corn",84.7,"perc_ct",5.2588086948186
"IL","Crawford County",17033,2015,"Soybeans",84.7,"perc_ct",2.37122407610116
"IL","Crawford County",17033,2016,"Corn",84.17,"perc_ct",7.0891033370055
"IL","Crawford County",17033,2016,"Soybeans",84.17,"perc_ct",2.43119368636613
"IL","Crawford County",17033,2017,"Corn",83.94,"perc_ct",14.3083516997832
"IL","Crawford County",17033,2017,"Soybeans",83.94,"perc_ct",1.99509738138689
"IL","Crawford County",17033,2018,"Corn",84.04,"perc_ct",43.0414053452838
"IL","Crawford County",17033,2018,"Soybeans",84.04,"perc_ct",8.65062051869296
"IL","Crawford County",17033,2019,"Corn",82.09,"perc_ct",4.67228986378971
"IL","Crawford County",17033,2019,"Soybeans",82.09,"perc_ct",1.1930336329394
"IL","Crawford County",17033,2020,"Corn",84.56,"perc_ct",9.60926048239534
"IL","Crawford County",17033,2020,"Soybeans",84.56,"perc_ct",3.32223506660775
"IL","Crawford County",17033,2021,"Corn",83.82,"perc_ct",32.4090904670655
"IL","Crawford County",17033,2021,"Soybeans",83.82,"perc_ct",8.25046803180313
"IL","Cumberland County",17035,2015,"Corn",97.56,"perc_ct",44.4747703166383
"IL","Cumberland County",17035,2015,"Soybeans",97.56,"perc_ct",3.83513339297571
"IL","Cumberland County",17035,2016,"Corn",97.74,"perc_ct",20.3764488673619
"IL","Cumberland County",17035,2016,"Soybeans",97.74,"perc_ct",7.36921029762643
"IL","Cumberland County",17035,2017,"Corn",97.96,"perc_ct",14.9333277795098
"IL","Cumberland County",17035,2017,"Soybeans",97.96,"perc_ct",3.01042873509008
"IL","Cumberland County",17035,2018,"Corn",97.66,"perc_ct",46.1893716700832
"IL","Cumberland County",17035,2018,"Soybeans",97.66,"perc_ct",7.86849931383316
"IL","Cumberland County",17035,2019,"Corn",96.27,"perc_ct",0.263910216111064
"IL","Cumberland County",17035,2019,"Soybeans",96.27,"perc_ct",0.0431879853961014
"IL","Cumberland County",17035,2020,"Corn",97.63,"perc_ct",4.43076261521938
"IL","Cumberland County",17035,2020,"Soybeans",97.63,"perc_ct",2.21316983477418
"IL","Cumberland County",17035,2021,"Corn",96.06,"perc_ct",4.22972470032433
"IL","Cumberland County",17035,2021,"Soybeans",96.06,"perc_ct",1.10699406291785
"IL","DeKalb County",17037,2015,"Corn",88.87,"perc_ct",16.2532147224212
"IL","DeKalb County",17037,2015,"Soybeans",88.87,"perc_ct",7.15446791096761
"IL","DeKalb County",17037,2016,"Corn",89.11,"perc_ct",26.7749488456558
"IL","DeKalb County",17037,2016,"Soybeans",89.11,"perc_ct",19.57134137571
"IL","DeKalb County",17037,2017,"Corn",89.35,"perc_ct",28.3818005915974
"IL","DeKalb County",17037,2017,"Soybeans",89.35,"perc_ct",12.2780922649397
"IL","DeKalb County",17037,2018,"Corn",89.39,"perc_ct",23.7107697635167
"IL","DeKalb County",17037,2018,"Soybeans",89.39,"perc_ct",11.261683036518
"IL","DeKalb County",17037,2019,"Corn",76.98,"perc_ct",13.7839961955486
"IL","DeKalb County",17037,2019,"Soybeans",76.98,"perc_ct",5.54663243921608
"IL","DeKalb County",17037,2020,"Corn",88.56,"perc_ct",16.1416980037684
"IL","DeKalb County",17037,2020,"Soybeans",88.56,"perc_ct",13.6613111812145
"IL","DeKalb County",17037,2021,"Corn",88.35,"perc_ct",51.729693358071
"IL","DeKalb County",17037,2021,"Soybeans",88.35,"perc_ct",34.5310357260677
"IL","DeWitt County",17039,2015,"Corn",114.39,"perc_ct",7.98769181223881
"IL","DeWitt County",17039,2015,"Soybeans",114.39,"perc_ct",4.52135606683374
"IL","DeWitt County",17039,2016,"Corn",114.5,"perc_ct",8.8360072021938
"IL","DeWitt County",17039,2016,"Soybeans",114.5,"perc_ct",11.8825436714757
"IL","DeWitt County",17039,2017,"Corn",114.47,"perc_ct",31.9778815879446
"IL","DeWitt County",17039,2017,"Soybeans",114.47,"perc_ct",12.4067005917061
"IL","DeWitt County",17039,2018,"Corn",114.47,"perc_ct",45.5290610951651
"IL","DeWitt County",17039,2018,"Soybeans",114.47,"perc_ct",18.3598722217135
"IL","DeWitt County",17039,2019,"Corn",114.22,"perc_ct",20.3109940795258
"IL","DeWitt County",17039,2019,"Soybeans",114.22,"perc_ct",9.68865647559811
"IL","DeWitt County",17039,2020,"Corn",114.49,"perc_ct",15.5602878947342
"IL","DeWitt County",17039,2020,"Soybeans",114.49,"perc_ct",6.32635630744045
"IL","DeWitt County",17039,2021,"Corn",114.21,"perc_ct",35.6651170590153
"IL","DeWitt County",17039,2021,"Soybeans",114.21,"perc_ct",10.7509295332284
"IL","Douglas County",17041,2015,"Corn",96.49,"perc_ct",36.6556098008676
"IL","Douglas County",17041,2015,"Soybeans",96.49,"perc_ct",27.8816697776227
"IL","Douglas County",17041,2016,"Corn",96.57,"perc_ct",47.7897531454822
"IL","Douglas County",17041,2016,"Soybeans",96.57,"perc_ct",18.0464654403766
"IL","Douglas County",17041,2017,"Corn",96.89,"perc_ct",30.443350097659
"IL","Douglas County",17041,2017,"Soybeans",96.89,"perc_ct",29.6371228392239
"IL","Douglas County",17041,2018,"Corn",96.98,"perc_ct",67.9359923204966
"IL","Douglas County",17041,2018,"Soybeans",96.98,"perc_ct",49.9250167458926
"IL","Douglas County",17041,2019,"Corn",96.79,"perc_ct",13.5869573559294
"IL","Douglas County",17041,2019,"Soybeans",96.79,"perc_ct",16.2118758737248
"IL","Douglas County",17041,2020,"Corn",96.78,"perc_ct",36.1584115695535
"IL","Douglas County",17041,2020,"Soybeans",96.78,"perc_ct",26.7527356701421
"IL","Douglas County",17041,2021,"Corn",96.25,"perc_ct",75.6773620315075
"IL","Douglas County",17041,2021,"Soybeans",96.25,"perc_ct",55.9909348412493
"IL","DuPage County",17043,2016,"Corn",314.73,"perc_ct",7.78587273721938
"IL","DuPage County",17043,2017,"Corn",310.86,"perc_ct",3.43543010003429
"IL","DuPage County",17043,2017,"Soybeans",310.86,"perc_ct",4.00697912615267
"IL","DuPage County",17043,2018,"Corn",311.55,"perc_ct",8.96742931340759
"IL","DuPage County",17043,2019,"Corn",274.89,"perc_ct",36.2324846188831
"IL","DuPage County",17043,2019,"Soybeans",274.89,"perc_ct",15.1460369258739
"IL","DuPage County",17043,2020,"Corn",314.42,"perc_ct",25.7726637589772
"IL","DuPage County",17043,2020,"Soybeans",314.42,"perc_ct",2.0699305447663
"IL","DuPage County",17043,2021,"Corn",302.46,"perc_ct",41.1887693519768
"IL","DuPage County",17043,2021,"Soybeans",302.46,"perc_ct",11.9130884760783
"IL","Edgar County",17045,2015,"Corn",104.89,"perc_ct",14.8681219064125
"IL","Edgar County",17045,2015,"Soybeans",104.89,"perc_ct",9.37613906667449
"IL","Edgar County",17045,2016,"Corn",104.76,"perc_ct",34.2244486863429
"IL","Edgar County",17045,2016,"Soybeans",104.76,"perc_ct",12.6213200504969
"IL","Edgar County",17045,2017,"Corn",105.03,"perc_ct",10.5856192344644
"IL","Edgar County",17045,2017,"Soybeans",105.03,"perc_ct",9.16768576903364
"IL","Edgar County",17045,2018,"Corn",104.98,"perc_ct",52.966440293831
"IL","Edgar County",17045,2018,"Soybeans",104.98,"perc_ct",30.3903356104658
"IL","Edgar County",17045,2019,"Corn",104.9,"perc_ct",12.663639107979
"IL","Edgar County",17045,2019,"Soybeans",104.9,"perc_ct",14.697297499349
"IL","Edgar County",17045,2020,"Corn",105.07,"perc_ct",34.2148675353662
"IL","Edgar County",17045,2020,"Soybeans",105.07,"perc_ct",22.2749659962811
"IL","Edgar County",17045,2021,"Corn",104.71,"perc_ct",55.5846627810751
"IL","Edgar County",17045,2021,"Soybeans",104.71,"perc_ct",30.2860324125414
"IL","Edwards County",17047,2015,"Corn",81.37,"perc_ct",3.61122532903372
"IL","Edwards County",17047,2015,"Soybeans",81.37,"perc_ct",0.985438168727082
"IL","Edwards County",17047,2016,"Corn",82.12,"perc_ct",3.00763388638533
"IL","Edwards County",17047,2016,"Soybeans",82.12,"perc_ct",0.976807864981805
"IL","Edwards County",17047,2017,"Corn",83.36,"perc_ct",0.0672835708406945
"IL","Edwards County",17047,2017,"Soybeans",83.36,"perc_ct",0.269526136971681
"IL","Edwards County",17047,2018,"Corn",82.49,"perc_ct",22.8285941985564
"IL","Edwards County",17047,2018,"Soybeans",82.49,"perc_ct",5.96983982473228
"IL","Edwards County",17047,2019,"Corn",73.34,"perc_ct",1.709002481433
"IL","Edwards County",17047,2019,"Soybeans",73.34,"perc_ct",1.72945079270548
"IL","Edwards County",17047,2020,"Corn",82.76,"perc_ct",8.57387160224092
"IL","Edwards County",17047,2020,"Soybeans",82.76,"perc_ct",8.49320857655566
"IL","Edwards County",17047,2021,"Corn",81.93,"perc_ct",10.0116886894654
"IL","Edwards County",17047,2021,"Soybeans",81.93,"perc_ct",4.59898043251625
"IL","Effingham County",17049,2015,"Corn",66.12,"perc_ct",49.2914011471193
"IL","Effingham County",17049,2015,"Soybeans",66.12,"perc_ct",4.2472836070931
"IL","Effingham County",17049,2016,"Corn",66.32,"perc_ct",16.5402934812695
"IL","Effingham County",17049,2016,"Soybeans",66.32,"perc_ct",2.31039055581539
"IL","Effingham County",17049,2017,"Corn",66.9,"perc_ct",19.0693403503081
"IL","Effingham County",17049,2017,"Soybeans",66.9,"perc_ct",1.44185712796549
"IL","Effingham County",17049,2018,"Corn",66.63,"perc_ct",36.6593081574286
"IL","Effingham County",17049,2018,"Soybeans",66.63,"perc_ct",5.99033389833176
"IL","Effingham County",17049,2019,"Corn",65.9,"perc_ct",0.81004269685315
"IL","Effingham County",17049,2019,"Soybeans",65.9,"perc_ct",0.465168010989037
"IL","Effingham County",17049,2020,"Corn",66.74,"perc_ct",2.7102276759895
"IL","Effingham County",17049,2020,"Soybeans",66.74,"perc_ct",0.29592802383195
