"supply_shed","section","aggregation_unit_name","aggregation_unit_fips","year","crop_name","cdl_crop_id","kpi_name","kpi_value","units"
"NY","NY","Ontario County",36069,2015,"Soybeans",5,"Area",24856.7586388703,"acres"
"NY","NY","Genesee County",36037,2015,"Soybeans",5,"Area",11852.2520748703,"acres"
"NY","NY","Dutchess County",36027,2015,"Soybeans",5,"Area",1005.40603543903,"acres"
"NY","NY","Ulster County",36111,2015,"Soybeans",5,"Area",82.7571583504515,"acres"
"NY","NY","Fulton County",36035,2015,"Soybeans",5,"Area",168.707254972002,"acres"
"NY","NY","Delaware County",36025,2015,"Soybeans",5,"Area",59.2491343086114,"acres"
"NY","NY","Montgomery County",36057,2015,"Soybeans",5,"Area",2100.71594980394,"acres"
"NY","NY","Otsego County",36077,2015,"Soybeans",5,"Area",1093.79483460091,"acres"
"NY","NY","St. Lawrence County",36089,2015,"Soybeans",5,"Area",2758.7371734897,"acres"
"NY","NY","Saratoga County",36091,2015,"Soybeans",5,"Area",444.207230776277,"acres"
"NY","NY","Erie County",36029,2015,"Soybeans",5,"Area",5958.90440029045,"acres"
"NY","NY","Washington County",36115,2015,"Soybeans",5,"Area",336.392582291042,"acres"
"NY","NY","Chenango County",36017,2015,"Soybeans",5,"Area",691.739950840542,"acres"
"NY","NY","Madison County",36053,2015,"Soybeans",5,"Area",2248.19048115119,"acres"
"NY","NY","Cortland County",36023,2015,"Soybeans",5,"Area",985.974193040675,"acres"
"NY","NY","Albany County",36001,2015,"Soybeans",5,"Area",104.750744044564,"acres"
"NY","NY","Steuben County",36101,2015,"Winter Wheat",24,"Area",1423.04224489507,"acres"
"NY","NY","Orange County",36071,2015,"Winter Wheat",24,"Area",29.8551085838938,"acres"
"NY","NY","Livingston County",36051,2015,"Winter Wheat",24,"Area",12045.5384582566,"acres"
"NY","NY","Yates County",36123,2015,"Winter Wheat",24,"Area",4380.60634865523,"acres"
"NY","NY","Columbia County",36021,2015,"Winter Wheat",24,"Area",241.798261037179,"acres"
"NY","NY","Cayuga County",36011,2015,"Winter Wheat",24,"Area",4075.94558667172,"acres"
"NY","NY","Oswego County",36075,2015,"Winter Wheat",24,"Area",188.295159416446,"acres"
"NY","NY","Seneca County",36099,2015,"Winter Wheat",24,"Area",5647.43867562012,"acres"
"NY","NY","Herkimer County",36043,2015,"Winter Wheat",24,"Area",39.3805161157012,"acres"
"NY","NY","Onondaga County",36067,2015,"Winter Wheat",24,"Area",3070.49732479207,"acres"
"NY","NY","Chautauqua County",36013,2015,"Winter Wheat",24,"Area",233.842833445692,"acres"
"NY","NY","Schuyler County",36097,2015,"Winter Wheat",24,"Area",820.299654301104,"acres"
"NY","NY","Cattaraugus County",36009,2015,"Winter Wheat",24,"Area",1016.46313107533,"acres"
"NY","NY","Wyoming County",36121,2015,"Winter Wheat",24,"Area",3438.48954769027,"acres"
"NY","NY","Oneida County",36065,2015,"Winter Wheat",24,"Area",1073.05412316427,"acres"
"NY","NY","Schoharie County",36095,2015,"Winter Wheat",24,"Area",56.8586937590237,"acres"
"NY","NY","Tioga County",36107,2015,"Winter Wheat",24,"Area",31.2319899221499,"acres"
"NY","NY","Jefferson County",36045,2015,"Winter Wheat",24,"Area",1043.80127093799,"acres"
"NY","NY","Rensselaer County",36083,2015,"Winter Wheat",24,"Area",78.192963058766,"acres"
"NY","NY","Allegany County",36003,2015,"Winter Wheat",24,"Area",635.154467369152,"acres"
"NY","NY","Tompkins County",36109,2015,"Winter Wheat",24,"Area",847.374179291616,"acres"
"NY","NY","Ontario County",36069,2015,"Winter Wheat",24,"Area",8444.0440397302,"acres"
"NY","NY","Genesee County",36037,2015,"Winter Wheat",24,"Area",7586.59161572992,"acres"
"NY","NY","Suffolk County",36103,2015,"Winter Wheat",24,"Area",507.324674844458,"acres"
"NY","NY","Otsego County",36077,2015,"Winter Wheat",24,"Area",82.9806270104219,"acres"
"NY","NY","Erie County",36029,2015,"Winter Wheat",24,"Area",1998.99490208589,"acres"
"NY","NY","Washington County",36115,2015,"Winter Wheat",24,"Area",27.8779953694321,"acres"
"NY","NY","Madison County",36053,2015,"Winter Wheat",24,"Area",557.613906573857,"acres"
"NY","NY","Cortland County",36023,2015,"Winter Wheat",24,"Area",97.7195549893061,"acres"
"NY","NY","Steuben County",36101,2015,"Alfalfa",36,"Area",7823.57535032473,"acres"
"NY","NY","Orange County",36071,2015,"Alfalfa",36,"Area",319.033322804337,"acres"
"NY","NY","Livingston County",36051,2015,"Alfalfa",36,"Area",18873.985501925,"acres"
"NY","NY","Franklin County",36033,2015,"Alfalfa",36,"Area",2646.63313119725,"acres"
"NY","NY","Yates County",36123,2015,"Alfalfa",36,"Area",10209.0649423261,"acres"
"NY","NY","Columbia County",36021,2015,"Alfalfa",36,"Area",1316.90617746405,"acres"
"NY","NY","Cayuga County",36011,2015,"Alfalfa",36,"Area",20964.3382396388,"acres"
"NY","NY","Oswego County",36075,2015,"Alfalfa",36,"Area",647.561309974352,"acres"
"NY","NY","Seneca County",36099,2015,"Alfalfa",36,"Area",5208.79850635096,"acres"
"NY","NY","Herkimer County",36043,2015,"Alfalfa",36,"Area",2135.77428896692,"acres"
"NY","NY","Chemung County",36015,2015,"Alfalfa",36,"Area",741.59615986655,"acres"
"NY","NY","Onondaga County",36067,2015,"Alfalfa",36,"Area",15266.9648070847,"acres"
"NY","NY","Chautauqua County",36013,2015,"Alfalfa",36,"Area",715.433492724191,"acres"
"NY","NY","Clinton County",36019,2015,"Alfalfa",36,"Area",3799.45309689424,"acres"
"NY","NY","Lewis County",36049,2015,"Alfalfa",36,"Area",5046.88904983338,"acres"
"NY","NY","Greene County",36039,2015,"Alfalfa",36,"Area",13.0429268056281,"acres"
"NY","NY","Schuyler County",36097,2015,"Alfalfa",36,"Area",2881.55815733362,"acres"
"NY","NY","Cattaraugus County",36009,2015,"Alfalfa",36,"Area",2639.85327160573,"acres"
"NY","NY","Wyoming County",36121,2015,"Alfalfa",36,"Area",31199.6545136921,"acres"
"NY","NY","Essex County",36031,2015,"Alfalfa",36,"Area",264.366612203535,"acres"
"NY","NY","Oneida County",36065,2015,"Alfalfa",36,"Area",7865.34495203705,"acres"
"NY","NY","Schoharie County",36095,2015,"Alfalfa",36,"Area",889.454621239315,"acres"
"NY","NY","Tioga County",36107,2015,"Alfalfa",36,"Area",1575.03151382176,"acres"
"NY","NY","Broome County",36007,2015,"Alfalfa",36,"Area",1068.73381999339,"acres"
"NY","NY","Jefferson County",36045,2015,"Alfalfa",36,"Area",8426.70294849671,"acres"
"NY","NY","Rensselaer County",36083,2015,"Alfalfa",36,"Area",1019.40725593736,"acres"
"NY","NY","Allegany County",36003,2015,"Alfalfa",36,"Area",2541.39852102236,"acres"
"NY","NY","Tompkins County",36109,2015,"Alfalfa",36,"Area",4535.49031467994,"acres"
"NY","NY","Ontario County",36069,2015,"Alfalfa",36,"Area",15033.6626852483,"acres"
"NY","NY","Genesee County",36037,2015,"Alfalfa",36,"Area",20400.3452040609,"acres"
"NY","NY","Dutchess County",36027,2015,"Alfalfa",36,"Area",1273.88149761356,"acres"
"NY","NY","Suffolk County",36103,2015,"Alfalfa",36,"Area",21.3054771580164,"acres"
"NY","NY","Ulster County",36111,2015,"Alfalfa",36,"Area",157.622133228572,"acres"
"NY","NY","Warren County",36113,2015,"Alfalfa",36,"Area",24.2128606085203,"acres"
"NY","NY","Fulton County",36035,2015,"Alfalfa",36,"Area",40.6889413867674,"acres"
"NY","NY","Delaware County",36025,2015,"Alfalfa",36,"Area",279.589585384308,"acres"
"NY","NY","Montgomery County",36057,2015,"Alfalfa",36,"Area",500.409848819445,"acres"
"NY","NY","Otsego County",36077,2015,"Alfalfa",36,"Area",2180.94570202721,"acres"
"NY","NY","St. Lawrence County",36089,2015,"Alfalfa",36,"Area",7757.97811392156,"acres"
"NY","NY","Saratoga County",36091,2015,"Alfalfa",36,"Area",1824.67798114986,"acres"
"NY","NY","Erie County",36029,2015,"Alfalfa",36,"Area",3833.54174266682,"acres"
"NY","NY","Washington County",36115,2015,"Alfalfa",36,"Area",5409.63634969993,"acres"
"NY","NY","Chenango County",36017,2015,"Alfalfa",36,"Area",1983.57978301899,"acres"
"NY","NY","Madison County",36053,2015,"Alfalfa",36,"Area",7333.89756859922,"acres"
"NY","NY","Cortland County",36023,2015,"Alfalfa",36,"Area",3667.6464612617,"acres"
"NY","NY","Albany County",36001,2015,"Alfalfa",36,"Area",376.271130413411,"acres"
"NY","NY","Steuben County",36101,2016,"Corn",1,"Area",39045.165916175,"acres"
"NY","NY","Orange County",36071,2016,"Corn",1,"Area",4710.82196860022,"acres"
"NY","NY","Livingston County",36051,2016,"Corn",1,"Area",59354.0699354607,"acres"
"NY","NY","Franklin County",36033,2016,"Corn",1,"Area",13065.0095064979,"acres"
"NY","NY","Yates County",36123,2016,"Corn",1,"Area",34980.595691902,"acres"
"NY","NY","Columbia County",36021,2016,"Corn",1,"Area",8499.17479634515,"acres"
"NY","NY","Cayuga County",36011,2016,"Corn",1,"Area",62717.7026742667,"acres"
"NY","NY","Oswego County",36075,2016,"Corn",1,"Area",9778.94055640896,"acres"
"NY","NY","Seneca County",36099,2016,"Corn",1,"Area",31243.7356661127,"acres"
"NY","NY","Herkimer County",36043,2016,"Corn",1,"Area",12098.048900793,"acres"
"NY","NY","Chemung County",36015,2016,"Corn",1,"Area",2723.01874429648,"acres"
"NY","NY","Sullivan County",36105,2016,"Corn",1,"Area",547.089055676979,"acres"
"NY","NY","Onondaga County",36067,2016,"Corn",1,"Area",33307.7280858352,"acres"
"NY","NY","Chautauqua County",36013,2016,"Corn",1,"Area",19457.2171225423,"acres"
"NY","NY","Clinton County",36019,2016,"Corn",1,"Area",14666.7244946644,"acres"
"NY","NY","Lewis County",36049,2016,"Corn",1,"Area",17810.9043510941,"acres"
"NY","NY","Greene County",36039,2016,"Corn",1,"Area",630.972208091013,"acres"
"NY","NY","Schuyler County",36097,2016,"Corn",1,"Area",7500.14612974415,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Corn",1,"Area",19090.2736922107,"acres"
"NY","NY","Wyoming County",36121,2016,"Corn",1,"Area",35036.8865889872,"acres"
"NY","NY","Essex County",36031,2016,"Corn",1,"Area",1462.82815721743,"acres"
"NY","NY","Oneida County",36065,2016,"Corn",1,"Area",24829.8845568752,"acres"
"NY","NY","Schenectady County",36093,2016,"Corn",1,"Area",415.430684976773,"acres"
"NY","NY","Schoharie County",36095,2016,"Corn",1,"Area",5122.12224254709,"acres"
"NY","NY","Tioga County",36107,2016,"Corn",1,"Area",3802.40590519659,"acres"
"NY","NY","Broome County",36007,2016,"Corn",1,"Area",3379.22993510664,"acres"
"NY","NY","Rutland County",50021,2016,"Corn",1,"Area",18.0078216336117,"acres"
"NY","NY","Jefferson County",36045,2016,"Corn",1,"Area",27914.0127851704,"acres"
"NY","NY","Rensselaer County",36083,2016,"Corn",1,"Area",6570.55178051576,"acres"
"NY","NY","Allegany County",36003,2016,"Corn",1,"Area",13018.2118002166,"acres"
"NY","NY","Tompkins County",36109,2016,"Corn",1,"Area",10835.2328519033,"acres"
"NY","NY","Ontario County",36069,2016,"Corn",1,"Area",45774.3514067805,"acres"
"NY","NY","Genesee County",36037,2016,"Corn",1,"Area",44601.5301986479,"acres"
"NY","NY","Dutchess County",36027,2016,"Corn",1,"Area",3518.0621320733,"acres"
"NY","NY","Suffolk County",36103,2016,"Corn",1,"Area",577.143548802322,"acres"
"NY","NY","Ulster County",36111,2016,"Corn",1,"Area",1544.80034146296,"acres"
"NY","NY","Warren County",36113,2016,"Corn",1,"Area",195.797376626622,"acres"
"NY","NY","Fulton County",36035,2016,"Corn",1,"Area",1246.1147344374,"acres"
"NY","NY","Delaware County",36025,2016,"Corn",1,"Area",2943.0438347413,"acres"
"NY","NY","Montgomery County",36057,2016,"Corn",1,"Area",10949.6630935093,"acres"
"NY","NY","Otsego County",36077,2016,"Corn",1,"Area",8031.94075305738,"acres"
"NY","NY","St. Lawrence County",36089,2016,"Corn",1,"Area",28131.0003769843,"acres"
"NY","NY","Saratoga County",36091,2016,"Corn",1,"Area",5626.28254908634,"acres"
"NY","NY","Erie County",36029,2016,"Corn",1,"Area",23323.4489510007,"acres"
"NY","NY","Washington County",36115,2016,"Corn",1,"Area",14255.8857184372,"acres"
"NY","NY","Chenango County",36017,2016,"Corn",1,"Area",8261.51934037955,"acres"
"NY","NY","Madison County",36053,2016,"Corn",1,"Area",16822.8560154765,"acres"
"NY","NY","Cortland County",36023,2016,"Corn",1,"Area",9014.02239552284,"acres"
"NY","NY","Albany County",36001,2016,"Corn",1,"Area",1577.40750604459,"acres"
"NY","NY","Steuben County",36101,2016,"Soybeans",5,"Area",4563.73499157536,"acres"
"NY","NY","Orange County",36071,2016,"Soybeans",5,"Area",1279.23803099792,"acres"
"NY","NY","Livingston County",36051,2016,"Soybeans",5,"Area",25155.5937155768,"acres"
"NY","NY","Franklin County",36033,2016,"Soybeans",5,"Area",799.923677886141,"acres"
"NY","NY","Yates County",36123,2016,"Soybeans",5,"Area",7721.88843516684,"acres"
"NY","NY","Columbia County",36021,2016,"Soybeans",5,"Area",2296.5573503657,"acres"
"NY","NY","Cayuga County",36011,2016,"Soybeans",5,"Area",38322.2204779405,"acres"
"NY","NY","Oswego County",36075,2016,"Soybeans",5,"Area",5893.39808671743,"acres"
"NY","NY","Seneca County",36099,2016,"Soybeans",5,"Area",31062.4524285579,"acres"
"NY","NY","Herkimer County",36043,2016,"Soybeans",5,"Area",1689.30831790273,"acres"
"NY","NY","Chemung County",36015,2016,"Soybeans",5,"Area",973.974333603077,"acres"
"NY","NY","Onondaga County",36067,2016,"Soybeans",5,"Area",13213.0393646724,"acres"
"NY","NY","Chautauqua County",36013,2016,"Soybeans",5,"Area",3316.8374539349,"acres"
"NY","NY","Clinton County",36019,2016,"Soybeans",5,"Area",638.882203757053,"acres"
"NY","NY","Lewis County",36049,2016,"Soybeans",5,"Area",478.238506610213,"acres"
"NY","NY","Greene County",36039,2016,"Soybeans",5,"Area",424.897351369177,"acres"
"NY","NY","Schuyler County",36097,2016,"Soybeans",5,"Area",911.494734456595,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Soybeans",5,"Area",2998.88026765092,"acres"
"NY","NY","Wyoming County",36121,2016,"Soybeans",5,"Area",2902.72174607118,"acres"
"NY","NY","Essex County",36031,2016,"Soybeans",5,"Area",25.8891534215795,"acres"
"NY","NY","Oneida County",36065,2016,"Soybeans",5,"Area",5709.98308034552,"acres"
"NY","NY","Schenectady County",36093,2016,"Soybeans",5,"Area",11.9933029160139,"acres"
"NY","NY","Schoharie County",36095,2016,"Soybeans",5,"Area",246.124563814745,"acres"
"NY","NY","Tioga County",36107,2016,"Soybeans",5,"Area",839.250272363808,"acres"
"NY","NY","Broome County",36007,2016,"Soybeans",5,"Area",346.071633513282,"acres"
"NY","NY","Jefferson County",36045,2016,"Soybeans",5,"Area",8010.80502847305,"acres"
"NY","NY","Rensselaer County",36083,2016,"Soybeans",5,"Area",832.529071328246,"acres"
"NY","NY","Allegany County",36003,2016,"Soybeans",5,"Area",1282.89795737702,"acres"
"NY","NY","Tompkins County",36109,2016,"Soybeans",5,"Area",3880.54738526074,"acres"
"NY","NY","Ontario County",36069,2016,"Soybeans",5,"Area",31038.6486591663,"acres"
"NY","NY","Genesee County",36037,2016,"Soybeans",5,"Area",13820.9203949784,"acres"
"NY","NY","Dutchess County",36027,2016,"Soybeans",5,"Area",1140.6513590441,"acres"
"NY","NY","Suffolk County",36103,2016,"Soybeans",5,"Area",11.690478466917,"acres"
"NY","NY","Ulster County",36111,2016,"Soybeans",5,"Area",34.1157812864404,"acres"
"NY","NY","Fulton County",36035,2016,"Soybeans",5,"Area",196.093106769349,"acres"
"NY","NY","Delaware County",36025,2016,"Soybeans",5,"Area",104.561915587101,"acres"
"NY","NY","Montgomery County",36057,2016,"Soybeans",5,"Area",2608.43190581796,"acres"
"NY","NY","Otsego County",36077,2016,"Soybeans",5,"Area",1083.16678214489,"acres"
"NY","NY","St. Lawrence County",36089,2016,"Soybeans",5,"Area",3309.4229761879,"acres"
"NY","NY","Saratoga County",36091,2016,"Soybeans",5,"Area",368.084259220701,"acres"
"NY","NY","Erie County",36029,2016,"Soybeans",5,"Area",6613.35100435553,"acres"
"NY","NY","Washington County",36115,2016,"Soybeans",5,"Area",274.002499151085,"acres"
"NY","NY","Chenango County",36017,2016,"Soybeans",5,"Area",644.331073811696,"acres"
"NY","NY","Madison County",36053,2016,"Soybeans",5,"Area",2946.90953675471,"acres"
"NY","NY","Cortland County",36023,2016,"Soybeans",5,"Area",1312.1223940466,"acres"
"NY","NY","Albany County",36001,2016,"Soybeans",5,"Area",193.339090160481,"acres"
"NY","NY","Steuben County",36101,2016,"Winter Wheat",24,"Area",2151.32837162764,"acres"
"NY","NY","Livingston County",36051,2016,"Winter Wheat",24,"Area",10858.4086415893,"acres"
"NY","NY","Yates County",36123,2016,"Winter Wheat",24,"Area",3879.96908534401,"acres"
"NY","NY","Columbia County",36021,2016,"Winter Wheat",24,"Area",122.694658427479,"acres"
"NY","NY","Cayuga County",36011,2016,"Winter Wheat",24,"Area",5639.53564071653,"acres"
"NY","NY","Oswego County",36075,2016,"Winter Wheat",24,"Area",451.780410422773,"acres"
"NY","NY","Seneca County",36099,2016,"Winter Wheat",24,"Area",6055.67405991063,"acres"
"NY","NY","Herkimer County",36043,2016,"Winter Wheat",24,"Area",56.9587705388883,"acres"
"NY","NY","Chemung County",36015,2016,"Winter Wheat",24,"Area",19.3328624699805,"acres"
"NY","NY","Onondaga County",36067,2016,"Winter Wheat",24,"Area",3188.10008332137,"acres"
"NY","NY","Chautauqua County",36013,2016,"Winter Wheat",24,"Area",237.367075306313,"acres"
"NY","NY","Schuyler County",36097,2016,"Winter Wheat",24,"Area",654.374146226919,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Winter Wheat",24,"Area",982.210571108765,"acres"
"NY","NY","Wyoming County",36121,2016,"Winter Wheat",24,"Area",3102.68141109836,"acres"
"NY","NY","Oneida County",36065,2016,"Winter Wheat",24,"Area",1385.19265197164,"acres"
"NY","NY","Tioga County",36107,2016,"Winter Wheat",24,"Area",10.6056810057759,"acres"
"NY","NY","Jefferson County",36045,2016,"Winter Wheat",24,"Area",1625.44348642548,"acres"
"NY","NY","Rensselaer County",36083,2016,"Winter Wheat",24,"Area",21.4175109408096,"acres"
"NY","NY","Allegany County",36003,2016,"Winter Wheat",24,"Area",619.435151256225,"acres"
"NY","NY","Tompkins County",36109,2016,"Winter Wheat",24,"Area",683.053521847324,"acres"
"NY","NY","Ontario County",36069,2016,"Winter Wheat",24,"Area",8216.26596319722,"acres"
"NY","NY","Genesee County",36037,2016,"Winter Wheat",24,"Area",7305.84311435037,"acres"
"NY","NY","Suffolk County",36103,2016,"Winter Wheat",24,"Area",114.04356911336,"acres"
"NY","NY","Erie County",36029,2016,"Winter Wheat",24,"Area",1702.82456731594,"acres"
"NY","NY","Madison County",36053,2016,"Winter Wheat",24,"Area",356.943021286315,"acres"
"NY","NY","Cortland County",36023,2016,"Winter Wheat",24,"Area",12.2776236873318,"acres"
"NY","NY","Steuben County",36101,2016,"Alfalfa",36,"Area",7421.71659604683,"acres"
"NY","NY","Orange County",36071,2016,"Alfalfa",36,"Area",266.607481832138,"acres"
"NY","NY","Livingston County",36051,2016,"Alfalfa",36,"Area",17406.0492889465,"acres"
"NY","NY","Franklin County",36033,2016,"Alfalfa",36,"Area",2671.04772487577,"acres"
"NY","NY","Yates County",36123,2016,"Alfalfa",36,"Area",8407.52081620924,"acres"
"NY","NY","Columbia County",36021,2016,"Alfalfa",36,"Area",1017.49713944159,"acres"
"NY","NY","Cayuga County",36011,2016,"Alfalfa",36,"Area",17887.2576491052,"acres"
"NY","NY","Oswego County",36075,2016,"Alfalfa",36,"Area",623.090659372426,"acres"
"NY","NY","Seneca County",36099,2016,"Alfalfa",36,"Area",5565.00718393749,"acres"
"NY","NY","Herkimer County",36043,2016,"Alfalfa",36,"Area",1795.56242052405,"acres"
"NY","NY","Chemung County",36015,2016,"Alfalfa",36,"Area",543.138827628914,"acres"
"NY","NY","Onondaga County",36067,2016,"Alfalfa",36,"Area",11287.9368152135,"acres"
"NY","NY","Chautauqua County",36013,2016,"Alfalfa",36,"Area",372.461556774665,"acres"
"NY","NY","Clinton County",36019,2016,"Alfalfa",36,"Area",3777.55925635115,"acres"
"NY","NY","Lewis County",36049,2016,"Alfalfa",36,"Area",4417.93945177201,"acres"
"NY","NY","Greene County",36039,2016,"Alfalfa",36,"Area",135.646932611666,"acres"
"NY","NY","Schuyler County",36097,2016,"Alfalfa",36,"Area",2531.55703696396,"acres"
"NY","NY","Cattaraugus County",36009,2016,"Alfalfa",36,"Area",1913.61607671673,"acres"
"NY","NY","Wyoming County",36121,2016,"Alfalfa",36,"Area",29600.4161794626,"acres"
