state,county,year,crop_name,perc_eval,variable,value
illinois,boone,2020,Corn,94.69,perc_ct,18.47642631
illinois,boone,2020,Soybeans,97.33,perc_ct,7.995511185
illinois,boone,2021,Corn,97.41,perc_ct,30.29240351
illinois,boone,2021,Soybeans,96.89,perc_ct,14.41998535
illinois,brown,2015,Corn,84.19,perc_ct,2.346719648
illinois,brown,2015,Soybeans,83.12,perc_ct,1.408662757
illinois,brown,2016,Corn,86.97,perc_ct,2.805922251
illinois,brown,2016,Soybeans,78.52,perc_ct,1.138051603
illinois,brown,2017,Corn,85.22,perc_ct,6.433906825
illinois,brown,2017,Soybeans,81.37,perc_ct,1.32447519
illinois,brown,2018,Corn,88.73,perc_ct,36.77372097
illinois,brown,2018,Soybeans,84.92,perc_ct,9.952803175
illinois,brown,2019,Corn,NA,perc_ct,10.27882316
illinois,brown,2019,Soybeans,87.46,perc_ct,1.605648153
illinois,brown,2020,Corn,88.26,perc_ct,1.848460326
illinois,brown,2020,Soybeans,83.28,perc_ct,1.001779521
illinois,brown,2021,Corn,84.34,perc_ct,25.79549908
illinois,brown,2021,Soybeans,85.22,perc_ct,4.319007291
illinois,bureau,2015,Corn,96.33,perc_ct,8.345143652
illinois,bureau,2015,Soybeans,92.2,perc_ct,5.347745766
illinois,bureau,2016,Corn,96.4,perc_ct,25.79361238
illinois,bureau,2016,Soybeans,94.1,perc_ct,17.36794574
illinois,bureau,2017,Corn,97.44,perc_ct,30.13423843
illinois,bureau,2017,Soybeans,94.12,perc_ct,17.10651004
illinois,bureau,2018,Corn,95.8,perc_ct,35.83441657
illinois,bureau,2018,Soybeans,98.75,perc_ct,18.81161744
illinois,bureau,2019,Corn,98.32,perc_ct,38.84236129
illinois,bureau,2019,Soybeans,96.1,perc_ct,26.9165585
illinois,bureau,2020,Corn,99.12,perc_ct,29.74181329
illinois,bureau,2020,Soybeans,93.86,perc_ct,20.37917086
illinois,bureau,2021,Corn,96.65,perc_ct,42.96006078
illinois,bureau,2021,Soybeans,96.48,perc_ct,25.8320619
illinois,calhoun,2015,Corn,80.71,perc_ct,6.53134578
illinois,calhoun,2015,Soybeans,85.02,perc_ct,3.088685712
illinois,calhoun,2016,Corn,NA,perc_ct,2.03559788
illinois,calhoun,2016,Soybeans,NA,perc_ct,1.192087176
illinois,calhoun,2017,Corn,84.63,perc_ct,21.63568497
illinois,calhoun,2017,Soybeans,77.24,perc_ct,17.43428604
illinois,calhoun,2018,Corn,NA,perc_ct,29.50201479
illinois,calhoun,2018,Soybeans,73.21,perc_ct,14.9010818
illinois,calhoun,2019,Corn,85.05,perc_ct,8.148212145
illinois,calhoun,2019,Soybeans,74.02,perc_ct,8.501801672
illinois,calhoun,2020,Corn,80.75,perc_ct,18.37816147
illinois,calhoun,2020,Soybeans,72.97,perc_ct,14.88275919
illinois,calhoun,2021,Corn,83.29,perc_ct,21.42401629
illinois,calhoun,2021,Soybeans,NA,perc_ct,10.53372082
illinois,carroll,2015,Corn,84.94,perc_ct,2.83455453
illinois,carroll,2015,Soybeans,81.18,perc_ct,0.990326495
illinois,carroll,2016,Corn,84.45,perc_ct,2.741844242
illinois,carroll,2016,Soybeans,79.86,perc_ct,1.857996295
illinois,carroll,2017,Corn,83.62,perc_ct,4.39179688
illinois,carroll,2017,Soybeans,78.76,perc_ct,5.006762263
illinois,carroll,2018,Corn,91.52,perc_ct,9.679627254
illinois,carroll,2018,Soybeans,90.38,perc_ct,6.616748359
illinois,carroll,2019,Corn,94.79,perc_ct,6.389714873
illinois,carroll,2019,Soybeans,88.75,perc_ct,2.381091384
illinois,carroll,2020,Corn,91.9,perc_ct,10.2958425
illinois,carroll,2020,Soybeans,91.32,perc_ct,2.921934497
illinois,carroll,2021,Corn,91.23,perc_ct,10.81143798
illinois,carroll,2021,Soybeans,89.93,perc_ct,4.618217156
illinois,cass,2015,Corn,86.92,perc_ct,9.54879901
illinois,cass,2015,Soybeans,82.23,perc_ct,5.484610456
illinois,cass,2016,Corn,87.99,perc_ct,16.73015111
illinois,cass,2016,Soybeans,82.72,perc_ct,11.7974129
illinois,cass,2017,Corn,89.51,perc_ct,26.5411817
illinois,cass,2017,Soybeans,81.95,perc_ct,13.74730119
illinois,cass,2018,Corn,94.29,perc_ct,39.45915668
illinois,cass,2018,Soybeans,96.31,perc_ct,14.41538603
illinois,cass,2019,Corn,98.72,perc_ct,19.81511561
illinois,cass,2019,Soybeans,NA,perc_ct,9.357767636
illinois,cass,2020,Corn,96.18,perc_ct,22.98417635
illinois,cass,2020,Soybeans,93.85,perc_ct,13.34573849
illinois,cass,2021,Corn,97.75,perc_ct,34.4324436
illinois,cass,2021,Soybeans,91.87,perc_ct,13.80192085
illinois,champaign,2015,Corn,97.53,perc_ct,25.77297161
illinois,champaign,2015,Soybeans,97.98,perc_ct,15.37173995
illinois,champaign,2016,Corn,97.59,perc_ct,45.42857226
illinois,champaign,2016,Soybeans,98.74,perc_ct,12.37273984
illinois,champaign,2017,Corn,100.03,perc_ct,25.93908661
illinois,champaign,2017,Soybeans,97.28,perc_ct,9.010729308
illinois,champaign,2018,Corn,97.05,perc_ct,64.15521214
illinois,champaign,2018,Soybeans,102.13,perc_ct,35.21642704
illinois,champaign,2019,Corn,99.48,perc_ct,8.471441471
illinois,champaign,2019,Soybeans,96.7,perc_ct,7.266490003
illinois,champaign,2020,Corn,98.78,perc_ct,32.2245514
illinois,champaign,2020,Soybeans,98.54,perc_ct,19.20499748
illinois,champaign,2021,Corn,98.43,perc_ct,54.41066492
illinois,champaign,2021,Soybeans,98.54,perc_ct,25.30746353
illinois,christian,2015,Corn,95.39,perc_ct,46.59276311
illinois,christian,2015,Soybeans,95.6,perc_ct,22.83054396
illinois,christian,2016,Corn,96.33,perc_ct,28.57186551
illinois,christian,2016,Soybeans,96.28,perc_ct,59.60352203
illinois,christian,2017,Corn,96.6,perc_ct,56.2348722
illinois,christian,2017,Soybeans,96.41,perc_ct,34.56711775
illinois,christian,2018,Corn,96.4,perc_ct,67.75987662
illinois,christian,2018,Soybeans,98.82,perc_ct,45.74854522
illinois,christian,2019,Corn,99.7,perc_ct,32.29999289
illinois,christian,2019,Soybeans,NA,perc_ct,15.31938082
illinois,christian,2020,Corn,98.47,perc_ct,25.24547208
illinois,christian,2020,Soybeans,97.53,perc_ct,19.03413046
illinois,christian,2021,Corn,97.43,perc_ct,36.00486322
illinois,christian,2021,Soybeans,97.27,perc_ct,23.88233231
illinois,clark,2015,Corn,91.96,perc_ct,8.629577481
illinois,clark,2015,Soybeans,90.39,perc_ct,2.804070057
illinois,clark,2016,Corn,NA,perc_ct,6.734217078
illinois,clark,2016,Soybeans,NA,perc_ct,2.884795711
illinois,clark,2017,Corn,92.23,perc_ct,9.962193626
illinois,clark,2017,Soybeans,87.36,perc_ct,13.58529653
illinois,clark,2018,Corn,92.87,perc_ct,62.96007894
illinois,clark,2018,Soybeans,88.54,perc_ct,16.89284645
illinois,clark,2019,Corn,NA,perc_ct,5.000879289
illinois,clark,2019,Soybeans,NA,perc_ct,3.96494597
illinois,clark,2020,Corn,93.8,perc_ct,27.63811417
illinois,clark,2020,Soybeans,88.7,perc_ct,6.12762981
illinois,clark,2021,Corn,92.96,perc_ct,30.39063252
illinois,clark,2021,Soybeans,88.71,perc_ct,15.26495192
illinois,clay,2015,Corn,94.49,perc_ct,18.85177351
illinois,clay,2015,Soybeans,87.84,perc_ct,1.825399614
illinois,clay,2016,Corn,95.84,perc_ct,11.77272615
illinois,clay,2016,Soybeans,84.04,perc_ct,2.423363381
illinois,clay,2017,Corn,96.08,perc_ct,3.290414543
illinois,clay,2017,Soybeans,84.21,perc_ct,2.517448765
illinois,clay,2018,Corn,96.71,perc_ct,34.98858517
illinois,clay,2018,Soybeans,83.76,perc_ct,6.361978271
illinois,clay,2019,Corn,92.68,perc_ct,7.1050585
illinois,clay,2019,Soybeans,88.33,perc_ct,2.31745684
illinois,clay,2020,Corn,95.94,perc_ct,5.01892422
illinois,clay,2020,Soybeans,83.88,perc_ct,11.65081018
illinois,clay,2021,Corn,95.66,perc_ct,4.584447019
illinois,clay,2021,Soybeans,81.98,perc_ct,7.406205286
illinois,clinton,2015,Corn,99.02,perc_ct,37.88028257
illinois,clinton,2015,Soybeans,75.7,perc_ct,5.709929454
illinois,clinton,2016,Corn,100.91,perc_ct,5.508133836
illinois,clinton,2016,Soybeans,74.91,perc_ct,2.062336719
illinois,clinton,2017,Corn,100.82,perc_ct,7.407682627
illinois,clinton,2017,Soybeans,73.99,perc_ct,2.248832697
illinois,clinton,2018,Corn,101.9,perc_ct,35.88241406
illinois,clinton,2018,Soybeans,73.48,perc_ct,18.38707474
illinois,clinton,2019,Corn,110.26,perc_ct,4.853327593
illinois,clinton,2019,Soybeans,75.47,perc_ct,3.299518377
illinois,clinton,2020,Corn,91.97,perc_ct,7.658333854
illinois,clinton,2020,Soybeans,74.82,perc_ct,8.926281014
illinois,clinton,2021,Corn,95.01,perc_ct,4.11066274
illinois,clinton,2021,Soybeans,68.84,perc_ct,3.697616109
illinois,coles,2015,Corn,94.12,perc_ct,52.12102672
illinois,coles,2015,Soybeans,94.62,perc_ct,21.02147375
illinois,coles,2016,Corn,NA,perc_ct,40.6507788
illinois,coles,2016,Soybeans,95.91,perc_ct,17.58755734
illinois,coles,2017,Corn,97.3,perc_ct,30.65661988
illinois,coles,2017,Soybeans,97,perc_ct,22.64411602
illinois,coles,2018,Corn,96.23,perc_ct,63.32190585
illinois,coles,2018,Soybeans,97.36,perc_ct,38.43535285
illinois,coles,2019,Corn,96.79,perc_ct,33.37428238
illinois,coles,2019,Soybeans,94.15,perc_ct,26.81230053
illinois,coles,2020,Corn,97.04,perc_ct,32.253959
illinois,coles,2020,Soybeans,96.94,perc_ct,36.80545007
illinois,coles,2021,Corn,96.3,perc_ct,65.40764272
illinois,coles,2021,Soybeans,NA,perc_ct,44.4128988
illinois,cook,2015,Corn,NA,perc_ct,9.069771796
illinois,cook,2015,Soybeans,NA,perc_ct,3.026257564
illinois,cook,2016,Corn,89.75,perc_ct,1.573118473
illinois,cook,2016,Soybeans,NA,perc_ct,2.270997865
illinois,cook,2017,Soybeans,NA,perc_ct,5.768052506
illinois,cook,2018,Corn,NA,perc_ct,7.131418538
illinois,cook,2018,Soybeans,NA,perc_ct,7.57463993
illinois,cook,2019,Corn,107.64,perc_ct,11.9211946
illinois,cook,2019,Soybeans,NA,perc_ct,2.391780588
illinois,cook,2020,Corn,NA,perc_ct,1.010802363
illinois,cook,2020,Soybeans,NA,perc_ct,0.942276976
illinois,cook,2021,Corn,86.03,perc_ct,22.85205406
illinois,cook,2021,Soybeans,99.92,perc_ct,4.872849432
illinois,crawford,2015,Corn,90.7,perc_ct,5.258808695
illinois,crawford,2015,Soybeans,89.8,perc_ct,2.371224076
illinois,crawford,2016,Corn,NA,perc_ct,7.089103337
illinois,crawford,2016,Soybeans,86.67,perc_ct,2.431193686
illinois,crawford,2017,Corn,92,perc_ct,14.3083517
illinois,crawford,2017,Soybeans,84.63,perc_ct,1.995097381
illinois,crawford,2018,Corn,90.08,perc_ct,43.04140535
illinois,crawford,2018,Soybeans,86.62,perc_ct,8.650620519
illinois,crawford,2019,Corn,91.53,perc_ct,4.672289864
illinois,crawford,2019,Soybeans,85.7,perc_ct,1.193033633
illinois,crawford,2020,Corn,92.11,perc_ct,9.609260482
illinois,crawford,2020,Soybeans,86.17,perc_ct,3.322235067
illinois,crawford,2021,Corn,91.8,perc_ct,32.40909047
illinois,crawford,2021,Soybeans,85.85,perc_ct,8.250468032
illinois,cumberland,2015,Corn,97.42,perc_ct,44.47477032
illinois,cumberland,2015,Soybeans,91.94,perc_ct,3.835133393
illinois,cumberland,2016,Corn,94.13,perc_ct,20.37644887
illinois,cumberland,2016,Soybeans,95.29,perc_ct,7.369210298
illinois,cumberland,2017,Corn,97.73,perc_ct,14.93332778
illinois,cumberland,2017,Soybeans,92.94,perc_ct,3.010428735
illinois,cumberland,2018,Corn,NA,perc_ct,46.18937167
illinois,cumberland,2018,Soybeans,94.14,perc_ct,7.868499314
illinois,cumberland,2019,Corn,94.44,perc_ct,0.263910216
illinois,cumberland,2019,Soybeans,92.07,perc_ct,0.043187985
illinois,cumberland,2020,Corn,94.25,perc_ct,4.430762615
illinois,cumberland,2020,Soybeans,93.73,perc_ct,2.213169835
illinois,cumberland,2021,Corn,NA,perc_ct,4.2297247
illinois,cumberland,2021,Soybeans,NA,perc_ct,1.106994063
illinois,dekalb,2015,Corn,95.21,perc_ct,16.25321472
illinois,dekalb,2015,Soybeans,91.96,perc_ct,7.154467911
illinois,dekalb,2016,Corn,95.24,perc_ct,26.77494885
illinois,dekalb,2016,Soybeans,91.95,perc_ct,19.57134138
illinois,dekalb,2017,Corn,96.32,perc_ct,28.38180059
illinois,dekalb,2017,Soybeans,92.69,perc_ct,12.27809226
illinois,dekalb,2018,Corn,98.66,perc_ct,23.71076976
illinois,dekalb,2018,Soybeans,101.76,perc_ct,11.26168304
illinois,dekalb,2019,Corn,103.08,perc_ct,13.7839962
illinois,dekalb,2019,Soybeans,98.49,perc_ct,5.546632439
illinois,dekalb,2020,Corn,99.67,perc_ct,16.141698
illinois,dekalb,2020,Soybeans,99.35,perc_ct,13.66131118
illinois,dekalb,2021,Corn,99.27,perc_ct,51.72969336
illinois,dekalb,2021,Soybeans,99.55,perc_ct,34.53103573
illinois,de witt,2015,Corn,98.39,perc_ct,7.987691812
illinois,de witt,2015,Soybeans,95.8,perc_ct,4.521356067
illinois,de witt,2016,Corn,98.22,perc_ct,8.836007202
illinois,de witt,2016,Soybeans,98.23,perc_ct,11.88254367
illinois,de witt,2017,Corn,98.29,perc_ct,31.97788159
illinois,de witt,2017,Soybeans,100.4,perc_ct,12.40670059
illinois,de witt,2018,Corn,96.49,perc_ct,45.5290611
illinois,de witt,2018,Soybeans,100.45,perc_ct,18.35987222
illinois,de witt,2019,Corn,NA,perc_ct,20.31099408
illinois,de witt,2019,Soybeans,NA,perc_ct,9.688656476
illinois,de witt,2020,Corn,98.63,perc_ct,15.56028789
illinois,de witt,2020,Soybeans,96.45,perc_ct,6.326356307
illinois,de witt,2021,Corn,96.38,perc_ct,35.66511706
illinois,de witt,2021,Soybeans,97.71,perc_ct,10.75092953
illinois,douglas,2015,Corn,97.94,perc_ct,36.6556098
illinois,douglas,2015,Soybeans,99.58,perc_ct,27.88166978
illinois,douglas,2016,Corn,96.82,perc_ct,47.78975315
illinois,douglas,2016,Soybeans,98.86,perc_ct,18.04646544
illinois,douglas,2017,Corn,98.24,perc_ct,30.4433501
illinois,douglas,2017,Soybeans,98.37,perc_ct,29.63712284
illinois,douglas,2018,Corn,100.32,perc_ct,67.93599232
illinois,douglas,2018,Soybeans,101.81,perc_ct,49.92501675
illinois,douglas,2019,Corn,100.93,perc_ct,13.58695736
illinois,douglas,2019,Soybeans,99.41,perc_ct,16.21187587
illinois,douglas,2020,Corn,100.87,perc_ct,36.15841157
illinois,douglas,2020,Soybeans,99.71,perc_ct,26.75273567
illinois,douglas,2021,Corn,NA,perc_ct,75.67736203
illinois,douglas,2021,Soybeans,NA,perc_ct,55.99093484
illinois,du page,2016,Corn,NA,perc_ct,7.785872737
illinois,du page,2017,Corn,NA,perc_ct,3.4354301
illinois,du page,2017,Soybeans,NA,perc_ct,4.006979126
illinois,du page,2018,Corn,NA,perc_ct,8.967429313
illinois,du page,2019,Corn,NA,perc_ct,36.23248462
illinois,du page,2019,Soybeans,NA,perc_ct,15.14603693
illinois,du page,2020,Corn,NA,perc_ct,25.77266376
illinois,du page,2020,Soybeans,NA,perc_ct,2.069930545
illinois,du page,2021,Corn,NA,perc_ct,41.18876935
illinois,du page,2021,Soybeans,NA,perc_ct,11.91308848
illinois,edgar,2015,Corn,92.2,perc_ct,14.86812191
illinois,edgar,2015,Soybeans,92.31,perc_ct,9.376139067
illinois,edgar,2016,Corn,94.04,perc_ct,34.22444869
illinois,edgar,2016,Soybeans,92.42,perc_ct,12.62132005
illinois,edgar,2017,Corn,94.08,perc_ct,10.58561923
illinois,edgar,2017,Soybeans,93.43,perc_ct,9.167685769
illinois,edgar,2018,Corn,95.7,perc_ct,52.96644029
illinois,edgar,2018,Soybeans,95.99,perc_ct,30.39033561
illinois,edgar,2019,Corn,NA,perc_ct,12.66363911
illinois,edgar,2019,Soybeans,96.01,perc_ct,14.6972975
illinois,edgar,2020,Corn,97.57,perc_ct,34.21486754
illinois,edgar,2020,Soybeans,95.57,perc_ct,22.274966
illinois,edgar,2021,Corn,96.47,perc_ct,55.58466278
illinois,edgar,2021,Soybeans,96.18,perc_ct,30.28603241
illinois,edwards,2015,Corn,NA,perc_ct,3.611225329
illinois,edwards,2015,Soybeans,NA,perc_ct,0.985438169
illinois,edwards,2016,Corn,91.09,perc_ct,3.007633886
illinois,edwards,2016,Soybeans,84.11,perc_ct,0.976807865
illinois,edwards,2017,Corn,96.22,perc_ct,0.067283571
illinois,edwards,2017,Soybeans,85.11,perc_ct,0.269526137
illinois,edwards,2018,Corn,87.05,perc_ct,22.8285942
illinois,edwards,2018,Soybeans,84.15,perc_ct,5.969839825
illinois,edwards,2019,Corn,NA,perc_ct,1.709002481
illinois,edwards,2019,Soybeans,NA,perc_ct,1.729450793
illinois,edwards,2020,Corn,88.7,perc_ct,8.573871602
illinois,edwards,2020,Soybeans,77.76,perc_ct,8.493208577
illinois,edwards,2021,Corn,85.22,perc_ct,10.01168869
illinois,edwards,2021,Soybeans,79.12,perc_ct,4.598980433
illinois,effingham,2015,Corn,90.73,perc_ct,49.29140115
illinois,effingham,2015,Soybeans,87.78,perc_ct,4.247283607
illinois,effingham,2016,Corn,91.27,perc_ct,16.54029348
illinois,effingham,2016,Soybeans,85.23,perc_ct,2.310390556
illinois,effingham,2017,Corn,88.4,perc_ct,19.06934035
illinois,effingham,2017,Soybeans,85.45,perc_ct,1.441857128
illinois,effingham,2018,Corn,92.87,perc_ct,36.65930816
illinois,effingham,2018,Soybeans,88.57,perc_ct,5.990333898
illinois,effingham,2019,Corn,92.81,perc_ct,0.810042697
illinois,effingham,2019,Soybeans,88.58,perc_ct,0.465168011
illinois,effingham,2020,Corn,93.65,perc_ct,2.710227676
illinois,effingham,2020,Soybeans,87.42,perc_ct,0.295928024
illinois,effingham,2021,Corn,91.16,perc_ct,6.384161209
illinois,effingham,2021,Soybeans,87.3,perc_ct,5.644102327
illinois,fayette,2015,Corn,91.74,perc_ct,42.95479179
illinois,fayette,2015,Soybeans,89.64,perc_ct,4.359131334
illinois,fayette,2016,Corn,91.54,perc_ct,12.70433569
illinois,fayette,2016,Soybeans,85.04,perc_ct,4.081772384
illinois,fayette,2017,Corn,93.68,perc_ct,13.33848878
illinois,fayette,2017,Soybeans,88.33,perc_ct,1.422375437
illinois,fayette,2018,Corn,NA,perc_ct,29.94447425
illinois,fayette,2018,Soybeans,88.22,perc_ct,4.272434163
illinois,fayette,2019,Corn,91.5,perc_ct,0.608870031
illinois,fayette,2019,Soybeans,90.19,perc_ct,0.061106004
illinois,fayette,2020,Corn,93.02,perc_ct,13.60943074
illinois,fayette,2020,Soybeans,86.82,perc_ct,3.49920229
illinois,fayette,2021,Corn,92,perc_ct,1.033215866
illinois,fayette,2021,Soybeans,85.02,perc_ct,0.815920091
illinois,ford,2015,Corn,94.49,perc_ct,19.4930346
illinois,ford,2015,Soybeans,96.02,perc_ct,5.873791466
illinois,ford,2016,Corn,98.62,perc_ct,18.81968352
illinois,ford,2016,Soybeans,96.34,perc_ct,3.766051086
illinois,ford,2017,Corn,98.22,perc_ct,20.17343144
illinois,ford,2017,Soybeans,99.68,perc_ct,8.087859455
illinois,ford,2018,Corn,96.68,perc_ct,43.26987787
illinois,ford,2018,Soybeans,98.58,perc_ct,5.73418622
illinois,ford,2019,Corn,97.56,perc_ct,22.65335265
illinois,ford,2019,Soybeans,95.84,perc_ct,12.57718842
illinois,ford,2020,Corn,100.3,perc_ct,30.66274035
illinois,ford,2020,Soybeans,97,perc_ct,16.10952663
illinois,ford,2021,Corn,96.6,perc_ct,31.45918043
illinois,ford,2021,Soybeans,98.94,perc_ct,9.828405363
illinois,franklin,2015,Corn,94.41,perc_ct,11.8004526
illinois,franklin,2015,Soybeans,76.8,perc_ct,2.404527176
illinois,franklin,2016,Corn,95.05,perc_ct,2.528050847
illinois,franklin,2016,Soybeans,81.28,perc_ct,1.350780477
illinois,franklin,2017,Corn,98.23,perc_ct,0.989634579
illinois,franklin,2017,Soybeans,78.47,perc_ct,0.281072249
illinois,franklin,2018,Corn,100.59,perc_ct,3.862326267
illinois,franklin,2018,Soybeans,80.58,perc_ct,1.170181526
illinois,franklin,2019,Corn,111.95,perc_ct,2.304561106
illinois,franklin,2019,Soybeans,74.22,perc_ct,0.836207146
illinois,franklin,2020,Corn,95.77,perc_ct,4.591746446
illinois,franklin,2020,Soybeans,78.48,perc_ct,11.31496415
illinois,franklin,2021,Corn,91.52,perc_ct,4.115049844
illinois,franklin,2021,Soybeans,73.86,perc_ct,1.306763756
illinois,fulton,2015,Corn,99.86,perc_ct,3.67409514
illinois,fulton,2015,Soybeans,92.11,perc_ct,0.754559051
illinois,fulton,2016,Corn,98.58,perc_ct,10.92223288
illinois,fulton,2016,Soybeans,96.99,perc_ct,5.656842785
illinois,fulton,2017,Corn,99.64,perc_ct,9.163019103
illinois,fulton,2017,Soybeans,92.06,perc_ct,7.965276015
illinois,fulton,2018,Corn,87.09,perc_ct,26.12722027
illinois,fulton,2018,Soybeans,89.93,perc_ct,13.263171
illinois,fulton,2019,Corn,90.65,perc_ct,9.21422932
illinois,fulton,2019,Soybeans,85.95,perc_ct,4.569411086
illinois,fulton,2020,Corn,89.22,perc_ct,6.064709339
illinois,fulton,2020,Soybeans,87.33,perc_ct,3.904183084
illinois,fulton,2021,Corn,90.16,perc_ct,16.74682237
illinois,fulton,2021,Soybeans,87.31,perc_ct,8.40890888
illinois,gallatin,2015,Corn,88.01,perc_ct,11.94073705
illinois,gallatin,2015,Soybeans,84.36,perc_ct,14.47161155
illinois,gallatin,2016,Corn,82.93,perc_ct,16.45736696
illinois,gallatin,2016,Soybeans,80.08,perc_ct,8.633066952
illinois,gallatin,2017,Corn,84.74,perc_ct,12.62589677
illinois,gallatin,2017,Soybeans,78,perc_ct,8.991662433
illinois,gallatin,2018,Corn,95.85,perc_ct,60.35544826
illinois,gallatin,2018,Soybeans,91.8,perc_ct,31.3428012
illinois,gallatin,2019,Corn,94.62,perc_ct,32.5465393
illinois,gallatin,2019,Soybeans,94.44,perc_ct,17.36961519
illinois,gallatin,2020,Corn,94.9,perc_ct,38.32684454
illinois,gallatin,2020,Soybeans,90.16,perc_ct,17.47970029
illinois,gallatin,2021,Corn,95.21,perc_ct,27.68793648
illinois,gallatin,2021,Soybeans,88.6,perc_ct,22.0610863
illinois,greene,2015,Corn,111.16,perc_ct,6.631796848
illinois,greene,2015,Soybeans,106.54,perc_ct,2.051871881
illinois,greene,2016,Corn,112.34,perc_ct,10.61031509
illinois,greene,2016,Soybeans,103.63,perc_ct,8.444536708
illinois,greene,2017,Corn,113.22,perc_ct,16.13251786
illinois,greene,2017,Soybeans,105.59,perc_ct,5.352343083
illinois,greene,2018,Corn,108.3,perc_ct,30.73921112
illinois,greene,2018,Soybeans,107.05,perc_ct,7.20977893
illinois,greene,2019,Corn,113.44,perc_ct,8.173623735
illinois,greene,2019,Soybeans,106.25,perc_ct,2.815814722
illinois,greene,2020,Corn,108.26,perc_ct,19.9925444
illinois,greene,2020,Soybeans,106.27,perc_ct,5.324150315
illinois,greene,2021,Corn,106.67,perc_ct,15.81143846
illinois,greene,2021,Soybeans,NA,perc_ct,3.71068768
illinois,grundy,2015,Corn,97.19,perc_ct,0.155782127
illinois,grundy,2015,Soybeans,96.86,perc_ct,0.178816737
illinois,grundy,2016,Corn,96.59,perc_ct,16.58992856
illinois,grundy,2016,Soybeans,94.71,perc_ct,7.115747946
illinois,grundy,2017,Corn,95.46,perc_ct,13.36655383
illinois,grundy,2017,Soybeans,96.81,perc_ct,12.82001534
illinois,grundy,2018,Corn,99.03,perc_ct,29.33041308
illinois,grundy,2018,Soybeans,99.75,perc_ct,6.212398223
illinois,grundy,2019,Corn,99.5,perc_ct,22.00035727
illinois,grundy,2019,Soybeans,99.22,perc_ct,13.11214639
illinois,grundy,2020,Corn,99.93,perc_ct,9.118909862
illinois,grundy,2020,Soybeans,101.64,perc_ct,1.992852276
illinois,grundy,2021,Corn,98.97,perc_ct,52.01258927
illinois,grundy,2021,Soybeans,99.32,perc_ct,23.98786505
